QID,wei_1,wei_2,wei_3
Q2668_C1,0,0,0
Q2668_C2,0,0,0
Q2668_C3,0,0,0
Q2669_C1,0,0,0
Q2669_C2,0,0,0
Q2669_C3,0,0,0
Q2669_C4,0,0,0
Q2669_C5,0,0,0
Q2669_C6,0,0,0
Q2669_C7,0,0,0
Q2669_C8,0,0,0
Q2670_C1,0,0,0
Q2670_C2,0,0,0
Q2670_C3,0,0,0
Q2671_C1,0,0,0
Q2671_C2,0,0,0
Q2672_C1,0,0,0
Q2672_C2,0,0,0
Q2672_C3,0,0,0
Q2672_C4,0,0,0
Q2672_C5,0,0,0
Q2672_C6,0,0,0
Q2672_C7,0,0,0
Q2673_C1,0,0,0
Q2674_C1,0,0,0
Q2674_C2,0,0,0
Q2674_C3,0,0,0
Q2674_C4,0,0,0
Q2675_C1,1,1,1
Q2675_C2,0,0,0
Q2675_C3,0,0,0
Q2675_C4,1,1,1
Q2675_C5,0,0,0
Q2675_C6,0,0,0
Q2675_C7,0.6303128962,0.6608845693,0.6419828188
Q2675_C8,0,0,0
Q2675_C9,0,0,0
Q2676_C1,0,0,0
Q2677_C1,0,0,0
Q2677_C2,1,1,1
Q2677_C3,1,1,1
Q2677_C4,0,0,0
Q2677_C5,1,1,1
Q2678_C1,0,0,0
Q2678_C2,0,0,0
Q2678_C3,0,0,0
Q2678_C4,1,1,1
Q2678_C5,0,0,0
Q2679_C1,0,0,0
Q2679_C2,1,1,1
Q2679_C3,0,0,0
Q2679_C4,0,0,0
Q2680_C1,0,0,0
Q2680_C2,0,0,0
Q2680_C3,0,0,0
Q2680_C4,0,0,0
Q2681_C1,0,0,0
Q2681_C2,0,0,0
Q2681_C3,1,1,1
Q2681_C4,0,0,0
Q2682_C1,0,0,0
Q2683_C1,0,0,0
Q2683_C2,0,0,0
Q2683_C3,0,0,0
Q2683_C4,0,0,0
Q2683_C5,0,0,0
Q2684_C1,0,0,0
Q2684_C2,0,0,0
Q2684_C3,0,0,0
Q2684_C4,0,0,0
Q2684_C5,0,0,0
Q2684_C6,0,0,0
Q2684_C7,0,0,0
Q2685_C1,1,1,1
Q2685_C2,0,0,0
Q2685_C3,0,0,0
Q2686_C1,0,0,0
Q2687_C1,0,0,0
Q2687_C2,0,0,0
Q2687_C3,0,0,0
Q2688_C1,0,0,0
Q2688_C2,0,0,0
Q2688_C3,0,0,0
Q2688_C4,0,0,0
Q2688_C5,0,0,0
Q2689_C1,0.3981602861,0.4005784742,0.3944983965
Q2689_C2,1,1,1
Q2689_C3,0,0,0
Q2689_C4,0,0,0
Q2689_C5,0.3981602861,0.4005784742,0.3944983965
Q2689_C6,0,0,0
Q2689_C7,0,0,0
Q2689_C8,0,0,0
Q2689_C9,0.6018397139,0.5994215258,0.6055016035
Q2689_C10,0,0,0
Q2689_C11,0,0,0
Q2689_C12,0,0,0
Q2689_C13,0,0,0
Q2689_C14,0,0,0
Q2690_C1,0,0,0
Q2690_C2,0,0,0
Q2690_C3,0,0,0
Q2690_C4,0,0,0
Q2690_C5,0,0,0
Q2690_C6,0,0,0
Q2691_C1,0,0,0
Q2691_C2,1,1,1
Q2691_C3,0,0,0
Q2692_C1,0,0,0
Q2692_C2,0,0,0
Q2692_C3,0,0,0
Q2692_C4,0,0,0
Q2693_C1,0.4502852959,0.4554937453,0.4508122888
Q2693_C2,0,0,0
Q2693_C3,0,0,0
Q2693_C4,0,0,0
Q2693_C5,0,0,0
Q2693_C6,0.4502852959,0.4554937453,0.4508122888
Q2693_C7,1,1,1
Q2693_C8,1,1,1
Q2693_C9,0,0,0
Q2693_C10,0,0,0
Q2693_C11,1,1,1
Q2693_C12,0,0,0
Q2693_C13,1,1,1
Q2693_C14,0,0,0
Q2693_C15,0,0,0
Q2693_C16,1,1,1
Q2693_C17,0,0,0
Q2693_C18,0.4502852959,0.4554937453,0.4508122888
Q2693_C19,0.5497147041,0.5445062547,0.5491877112
Q2693_C20,0,0,0
Q2694_C1,0,0,0
Q2694_C2,0,0,0
Q2694_C3,0,0,0
Q2695_C1,0,0,0
Q2695_C2,0,0,0
Q2695_C3,0,0,0
Q2695_C4,0,0,0
Q2695_C5,0,0,0
Q2696_C1,0,0,0
Q2696_C2,0,0,0
Q2696_C3,0,0,0
Q2696_C4,0,0,0
Q2697_C1,0.5183253828,0.516686499,0.5180581797
Q2697_C2,0,0,0
Q2697_C3,1,1,1
Q2698_C1,0,0,0
Q2698_C2,0,0,0
Q2698_C3,0,0,0
Q2699_C1,0,0,0
Q2699_C2,0,0,0
Q2699_C3,0,0,0
Q2699_C4,0,0,0
Q2699_C5,0,0,0
Q2699_C6,0,0,0
Q2700_C1,0.6944846987,0.7220258075,0.7035609735
Q2700_C2,0,0,0
Q2700_C3,0,0,0
Q2700_C4,0,0,0
Q2700_C5,0,0,0
Q2700_C6,0,0,0
Q2700_C7,0,0,0
Q2700_C8,0,0,0
Q2700_C9,0,0,0
Q2700_C10,1,1,1
Q2700_C11,0,0,0
Q2700_C12,0,0,0
Q2700_C13,0,0,0
Q2700_C14,0,0,0
Q2700_C15,0,0,0
Q2700_C16,0.6944846987,0.7220258075,0.7035609735
Q2701_C1,0,0,0
Q2701_C2,0,0,0
Q2702_C1,0,0,0
Q2703_C1,0,0,0
Q2703_C2,0,0,0
Q2704_C1,0,0,0
Q2704_C2,0,0,0
Q2704_C3,0,0,0
Q2704_C4,0,0,0
Q2705_C1,1,1,1
Q2705_C2,1,1,1
Q2705_C3,0,0,0
Q2706_C1,0,0,0
Q2706_C2,0,0,0
Q2707_C1,0,0,0
Q2707_C2,1,1,1
Q2707_C3,0,0,0
Q2708_C1,0,0,0
Q2708_C2,0,0,0
Q2708_C3,1,1,1
Q2708_C4,0,0,0
Q2708_C5,1,1,1
Q2708_C6,0,0,0
Q2708_C7,0,0,0
Q2708_C8,1,1,1
Q2708_C9,0,0,0
Q2708_C10,0,0,0
Q2708_C11,1,1,1
Q2708_C12,0,0,0
Q2708_C13,1,1,1
Q2708_C14,0,0,0
Q2708_C15,0,0,0
Q2708_C16,0,0,0
Q2708_C17,0,0,0
Q2709_C1,0,0,0
Q2709_C2,0,0,0
Q2710_C1,0,0,0
Q2710_C2,0,0,0
Q2710_C3,1,1,1
Q2710_C4,0,0,0
Q2710_C5,0,0,0
Q2711_C1,0,0,0
Q2711_C2,0,0,0
Q2711_C3,0,0,0
Q2711_C4,0,0,0
Q2712_C1,1,1,1
Q2712_C2,0,0,0
Q2713_C1,0,0,0
Q2713_C2,0,0,0
Q2714_C1,0,0,0
Q2714_C2,0,0,0
Q2714_C3,0,0,0
Q2714_C4,0,0,0
Q2715_C1,1,1,1
Q2715_C2,0,0,0
Q2715_C3,0,0,0
Q2715_C4,0,0,0
Q2715_C5,0,0,0
Q2716_C1,0,0,0
Q2716_C2,0,0,0
Q2716_C3,0,0,0
Q2716_C4,0,0,0
Q2716_C5,0,0,0
Q2717_C1,1,1,1
Q2717_C2,1,1,1
Q2717_C3,0,0,0
Q2717_C4,1,1,1
Q2717_C5,1,1,1
Q2717_C6,1,1,1
Q2717_C7,1,1,1
Q2717_C8,0,0,0
Q2717_C9,1,1,1
Q2717_C10,1,1,1
Q2718_C1,0,0,0
Q2718_C2,0,0,0
Q2718_C3,1,1,1
Q2718_C4,0.2784997399,0.2952562789,0.2856040119
Q2718_C5,0.2784997399,0.2952562789,0.2856040119
Q2718_C6,0,0,0
Q2718_C7,0,0,0
Q2718_C8,0.5066965141,0.5077313089,0.5005414815
Q2719_C1,0,0,0
Q2719_C2,0,0,0
Q2719_C3,0,0,0
Q2719_C4,0,0,0
Q2719_C5,0,0,0
Q2719_C6,0,0,0
Q2719_C7,0,0,0
Q2720_C1,0,0,0
Q2720_C2,0,0,0
Q2720_C3,0,0,0
Q2721_C1,0,0,0
Q2721_C2,0,0,0
Q2721_C3,1,1,1
Q2721_C4,0,0,0
Q2721_C5,1,1,1
Q2721_C6,1,1,1
Q2722_C1,0,0,0
Q2722_C2,0,0,0
Q2722_C3,0,0,0
Q2722_C4,0,0,0
Q2722_C5,0,0,0
Q2723_C1,0,0,0
Q2723_C2,0,0,0
Q2723_C3,0,0,0
Q2723_C4,0,0,0
Q2724_C1,0,0,0
Q2724_C2,0,0,0
Q2724_C3,0,0,0
Q2724_C4,0,0,0
Q2725_C1,0,0,0
Q2726_C1,0,0,0
Q2726_C2,0,0,0
Q2726_C3,0,0,0
Q2726_C4,0,0,0
Q2727_C1,0,0,0
Q2727_C2,0,0,0
Q2727_C3,0,0,0
Q2728_C1,0,0,0
Q2728_C2,0,0,0
Q2728_C3,1,1,1
Q2728_C4,1,1,1
Q2729_C1,0,0,0
Q2730_C1,1,1,1
Q2730_C2,0,0,0
Q2730_C3,0,0,0
Q2730_C4,0,0,0
Q2730_C5,0,0,0
Q2730_C6,0,0,0
Q2731_C1,0,0,0
Q2731_C2,0,0,0
Q2731_C3,1,1,1
Q2731_C4,0.6276406065,0.6146175247,0.6229503242
Q2732_C1,0,0,0
Q2732_C2,0,0,0
Q2732_C3,0,0,0
Q2732_C4,0,0,0
Q2732_C5,0,0,0
Q2733_C1,0,0,0
Q2734_C1,0,0,0
Q2734_C2,0,0,0
Q2734_C3,0,0,0
Q2734_C4,0,0,0
Q2734_C5,0,0,0
Q2734_C6,0,0,0
Q2734_C7,1,1,1
Q2734_C8,0,0,0
Q2734_C9,0,0,0
Q2734_C10,0,0,0
Q2734_C11,0,0,0
Q2734_C12,0,0,0
Q2734_C13,1,1,1
Q2734_C14,1,1,1
Q2734_C15,0,0,0
Q2734_C16,0,0,0
Q2734_C17,0,0,0
Q2734_C18,0,0,0
Q2735_C1,0,0,0
Q2735_C2,0,0,0
Q2735_C3,0,0,0
Q2735_C4,0,0,0
Q2735_C5,0,0,0
Q2736_C1,1,1,1
Q2736_C2,0,0,0
Q2736_C3,0,0,0
Q2737_C1,0,0,0
Q2737_C2,0,0,0
Q2737_C3,0,0,0
Q2737_C4,0,0,0
Q2738_C1,0,0,0
Q2738_C2,0,0,0
Q2738_C3,1,1,1
Q2738_C4,0.2943631775,0.3209637262,0.3018333374
Q2738_C5,1,1,1
Q2738_C6,0,0,0
Q2738_C7,0,0,0
Q2738_C8,0,0,0
Q2738_C9,0,0,0
Q2738_C10,1,1,1
Q2738_C11,0,0,0
Q2739_C1,0,0,0
Q2739_C2,0,0,0
Q2739_C3,0,0,0
Q2739_C4,0,0,0
Q2739_C5,0,0,0
Q2739_C6,0,0,0
Q2739_C7,0,0,0
Q2739_C8,0,0,0
Q2740_C1,0,0,0
Q2740_C2,0,0,0
Q2740_C3,0,0,0
Q2740_C4,0,0,0
Q2741_C1,0,0,0
Q2741_C2,0,0,0
Q2741_C3,0,0,0
Q2741_C4,0,0,0
Q2742_C1,0,0,0
Q2742_C2,0,0,0
Q2742_C3,0,0,0
Q2743_C1,0,0,0
Q2743_C2,0,0,0
Q2743_C3,1,1,1
Q2743_C4,0.3861589451,0.3977280798,0.390002386
Q2743_C5,0,0,0
Q2743_C6,1,1,1
Q2743_C7,1,1,1
Q2743_C8,0,0,0
Q2744_C1,0,0,0
Q2744_C2,0,0,0
Q2744_C3,0,0,0
Q2744_C4,0,0,0
Q2744_C5,0,0,0
Q2744_C6,0,0,0
Q2744_C7,0,0,0
Q2744_C8,0,0,0
Q2744_C9,0,0,0
Q2744_C10,0,0,0
Q2745_C1,0,0,0
Q2745_C2,0,0,0
Q2745_C3,0,0,0
Q2745_C4,0,0,0
Q2745_C5,0,0,0
Q2745_C6,0,0,0
Q2745_C7,0,0,0
Q2745_C8,0,0,0
Q2745_C9,0,0,0
Q2746_C1,0,0,0
Q2746_C2,0,0,0
Q2746_C3,0,0,0
Q2746_C4,0,0,0
Q2746_C5,0,0,0
Q2746_C6,1,1,1
Q2746_C7,1,1,1
Q2746_C8,0,0,0
Q2746_C9,1,1,1
Q2746_C10,0,0,0
Q2747_C1,1,1,1
Q2747_C2,0,0,0
Q2747_C3,0,0,0
Q2748_C1,0,0,0
Q2748_C2,0,0,0
Q2748_C3,0,0,0
Q2748_C4,0,0,0
Q2749_C1,0,0,0
Q2749_C2,1,1,1
Q2749_C3,0,0,0
Q2749_C4,1,1,1
Q2750_C1,0,0,0
Q2751_C1,0,0,0
Q2751_C2,0,0,0
Q2752_C1,0,0,0
Q2752_C2,0.5056010164,0.5185722621,0.5082625764
Q2752_C3,0,0,0
Q2752_C4,0,0,0
Q2752_C5,0,0,0
Q2752_C6,0,0,0
Q2752_C7,0,0,0
Q2752_C8,0,0,0
Q2752_C9,0.4943989836,0.4814277379,0.4917374236
Q2752_C10,0,0,0
Q2752_C11,0,0,0
Q2752_C12,0,0,0
Q2752_C13,0,0,0
Q2752_C14,0,0,0
Q2752_C15,0,0,0
Q2752_C16,0,0,0
Q2752_C17,0.4943989836,0.4814277379,0.4917374236
Q2752_C18,1,1,1
Q2752_C19,0,0,0
Q2752_C20,0.5056010164,0.5185722621,0.5082625764
Q2752_C21,0,0,0
Q2752_C22,0.4943989836,0.4814277379,0.4917374236
Q2752_C23,0,0,0
Q2752_C24,0.4943989836,0.4814277379,0.4917374236
Q2752_C25,0,0,0
Q2752_C26,0,0,0
Q2752_C27,0,0,0
Q2752_C28,0,0,0
Q2752_C29,0,0,0
Q2752_C30,0.4108075512,0.4073982819,0.4117330756
Q2753_C1,0,0,0
Q2753_C2,0,0,0
Q2753_C3,0,0,0
Q2753_C4,0,0,0
Q2753_C5,0,0,0
Q2754_C1,0,0,0
Q2755_C1,0,0,0
Q2755_C2,0,0,0
Q2755_C3,0,0,0
Q2755_C4,0,0,0
Q2755_C5,0,0,0
Q2755_C6,0,0,0
Q2755_C7,0,0,0
Q2756_C1,0,0,0
Q2756_C2,0,0,0
Q2756_C3,0,0,0
Q2756_C4,0,0,0
Q2756_C5,0,0,0
Q2756_C6,0,0,0
Q2757_C1,0,0,0
Q2757_C2,0,0,0
Q2757_C3,0,0,0
Q2757_C4,0,0,0
Q2758_C1,0,0,0
Q2758_C2,0,0,0
Q2758_C3,0,0,0
Q2759_C1,1,1,1
Q2759_C2,0.262945365,0.2870105317,0.2615836394
Q2759_C3,0.4686375911,0.4707510345,0.4581306216
Q2759_C4,0,0,0
Q2760_C1,0.6656010618,0.6930457431,0.6622578196
Q2760_C2,0.3526217777,0.3658394231,0.3578537599
Q2760_C3,0,0,0
Q2760_C4,0.3129792842,0.3272063201,0.3044040597
Q2760_C5,0.3129792842,0.3272063201,0.3044040597
Q2760_C6,0.3129792842,0.3272063201,0.3044040597
Q2760_C7,0.3129792842,0.3272063201,0.3044040597
Q2760_C8,0.6656010618,0.6930457431,0.6622578196
Q2760_C9,0.3526217777,0.3658394231,0.3578537599
Q2760_C10,0.6656010618,0.6930457431,0.6622578196
Q2760_C11,0.6656010618,0.6930457431,0.6622578196
Q2760_C12,1,1,1
Q2760_C13,0,0,0
Q2761_C1,0,0,0
Q2761_C2,0,0,0
Q2761_C3,0,0,0
Q2762_C1,0,0,0
Q2762_C2,0,0,0
Q2762_C3,0,0,0
Q2762_C4,0,0,0
Q2763_C1,0,0,0
Q2763_C2,0,0,0
Q2763_C3,0,0,0
Q2763_C4,0,0,0
Q2763_C5,0,0,0
Q2764_C1,0,0,0
Q2764_C2,0,0,0
Q2764_C3,0,0,0
Q2765_C1,0,0,0
Q2765_C2,0,0,0
Q2765_C3,0,0,0
Q2765_C4,0,0,0
Q2766_C1,1,1,1
Q2766_C2,0,0,0
Q2766_C3,0,0,0
Q2767_C1,1,1,1
Q2767_C2,0,0,0
Q2767_C3,0,0,0
Q2768_C1,0,0,0
Q2768_C2,0,0,0
Q2768_C3,0,0,0
Q2769_C1,0,0,0
Q2770_C1,0,0,0
Q2770_C2,0,0,0
Q2770_C3,1,1,1
Q2770_C4,0,0,0
Q2770_C5,0,0,0
Q2771_C1,0,0,0
Q2771_C2,0.1546437953,0.1679466747,0.1581054387
Q2771_C3,0,0,0
Q2771_C4,0,0,0
Q2771_C5,0.419307023,0.4277844387,0.4211373683
Q2771_C6,0,0,0
Q2771_C7,0,0,0
Q2771_C8,1,1,1
Q2771_C9,0,0,0
Q2771_C10,0,0,0
Q2771_C11,0,0,0
Q2771_C12,0.419307023,0.4277844387,0.4211373683
Q2771_C13,0.419307023,0.4277844387,0.4211373683
Q2771_C14,0.419307023,0.4277844387,0.4211373683
Q2771_C15,0,0,0
Q2771_C16,0,0,0
Q2771_C17,0,0,0
Q2771_C18,0.5739508183,0.5957311134,0.5792428069
Q2772_C1,0,0,0
Q2772_C2,0,0,0
Q2772_C3,0,0,0
Q2772_C4,0,0,0
Q2772_C5,0,0,0
Q2772_C6,0.6821853281,0.6805253629,0.6811233647
Q2772_C7,0.6454756446,0.6477720107,0.6478479614
Q2772_C8,0.3276609728,0.3282973736,0.328971326
Q2772_C9,0,0,0
Q2772_C10,0,0,0
Q2772_C11,0.3276609728,0.3282973736,0.328971326
Q2772_C12,0,0,0
Q2772_C13,0,0,0
Q2772_C14,0.3276609728,0.3282973736,0.328971326
Q2772_C15,1,1,1
Q2772_C16,0,0,0
Q2772_C17,0,0,0
Q2772_C18,0.3276609728,0.3282973736,0.328971326
Q2772_C19,0,0,0
Q2772_C20,0.3276609728,0.3282973736,0.328971326
Q2772_C21,0.6821853281,0.6805253629,0.6811233647
Q2772_C22,0,0,0
Q2773_C1,0,0,0
Q2774_C1,0.3660649771,0.3664406637,0.3662832322
Q2774_C2,0.3660649771,0.3664406637,0.3662832322
Q2774_C3,0.406943333,0.4028021113,0.4070854896
Q2774_C4,0,0,0
Q2774_C5,0,0,0
