qid,cgold,cgold_yn,f1,f2
Q18_C13,Dialogue,Not Applicable,0.2885266566506593,0.7122144880786526
Q18_C14,Good,Not Applicable,0.07195245754409177,0.5273272157130242
Q18_C15,Potential,Not Applicable,0.4654700101242716,0.7254447046948245
Q18_C16,Good,Not Applicable,0.5348042288288094,0.5899386292914899
Q18_C17,Good,Not Applicable,0.6336870902099941,0.674518762365558
Q18_C18,Dialogue,Not Applicable,0.6874120883809199,0.7265424673744522
Q18_C19,Bad,Not Applicable,0.5501497958515659,0.5746211662341262
Q19_C1,Good,Not Applicable,0.45890279212401786,0.7259438430805008
Q19_C2,Good,Not Applicable,0.33538359235216,0.8388717038859572
Q19_C3,Good,Not Applicable,0.39985987932061057,0.6661551744247135
Q19_C4,Dialogue,Not Applicable,0.3943756227911044,0.797837637514396
Q19_C5,Good,Not Applicable,0.5253331939590671,0.8403417785960463
Q19_C6,Good,Not Applicable,0.5660179521766083,0.5962386584195679
Q20_C1,Good,No,0.0,0.2717015027656115
Q20_C2,Good,No,0.561829304139142,0.7298084562722486
Q20_C3,Bad,Not Applicable,0.4182343993120839,0.5125745727555912
Q20_C4,Good,No,0.7138287689082291,0.7350642037544911
Q20_C5,Good,No,0.097274536358863,0.7169541101656127
Q21_C1,Bad,Not Applicable,0.1039413361024031,0.7243099204158131
Q21_C2,Good,Not Applicable,0.0,0.2124474648272151
Q21_C3,Bad,Not Applicable,0.0,0.26398214414065785
Q21_C4,Dialogue,Not Applicable,0.0,0.4405651750171761
Q21_C5,Bad,Not Applicable,0.1152393909438978,0.49769625395981715
Q21_C6,Bad,Not Applicable,0.002048805791565347,0.3775558561951342
Q21_C7,Good,Not Applicable,0.018148850658149692,0.5394244517790673
Q21_C8,Good,Not Applicable,0.06883005912963808,0.4031867120158331
Q21_C9,Dialogue,Not Applicable,0.02313867661354776,0.7442984126730708
Q21_C10,Bad,Not Applicable,0.0,0.43314388895310874
Q21_C11,Good,Not Applicable,0.0,0.09336720507794012
Q21_C12,Good,Not Applicable,0.038017976261550075,0.6133301180867582
Q21_C13,Bad,Not Applicable,0.17798858526314346,0.7821653210413173
Q22_C1,Bad,Not Applicable,3.1194075052046124E-6,0.5287300278340449
Q22_C2,Bad,Not Applicable,0.5109572856307315,0.6457590860071836
Q22_C3,Bad,Not Applicable,0.5587663972067539,0.6276171011332404
Q22_C4,Not English,Not Applicable,0.30712086531384514,0.4041706915893142
Q22_C5,Dialogue,Not Applicable,0.6383042157494014,0.6555648189237221
Q22_C6,Not English,Not Applicable,0.04076959535999212,0.025825438441225368
Q22_C7,Not English,Not Applicable,0.08058328994059209,0.344173202486928
Q22_C8,Potential,Not Applicable,0.8186678242793431,0.6510507805266157
Q22_C9,Good,Not Applicable,0.1202155621184238,0.5917125312453372
Q22_C10,Not English,Not Applicable,0.08495904986257287,0.09831454024246618
Q22_C11,Dialogue,Not Applicable,0.7950906929878726,0.7200087845748634
Q22_C12,Potential,Not Applicable,0.625594496079532,0.5875207963587161
Q22_C13,Potential,Not Applicable,0.5444943705017112,0.6599969286102599
Q22_C14,Good,Not Applicable,0.5966156806684731,0.5541805367191989
Q22_C15,Potential,Not Applicable,0.13693964934596692,0.47041497979711944
Q23_C1,Potential,Not Applicable,0.228718452664387,0.660728637027763
Q23_C2,Good,Not Applicable,0.43528012964594637,0.7327514547055272
Q23_C3,Good,Not Applicable,0.5557394650764803,0.8165521226247687
Q24_C1,Good,Not Applicable,0.057375437191469855,0.4253757406689637
Q24_C2,Dialogue,Not Applicable,0.1405841262600679,0.3620271837519295
Q24_C3,Potential,Not Applicable,0.0,0.29851270338520186
Q24_C4,Dialogue,Not Applicable,0.0,0.3097893682156953
Q24_C5,Dialogue,Not Applicable,0.5678866298947105,0.5506932505563614
Q24_C6,Potential,Not Applicable,0.5329051699400175,0.595651045397996
Q24_C7,Good,Not Applicable,0.34985740531678566,0.42748102485313433
Q25_C1,Good,Not Applicable,0.14465386981818468,0.43610958003808215
Q25_C2,Good,Not Applicable,0.31014095141788617,0.8192838327415864
Q25_C3,Dialogue,Not Applicable,0.3072266218681345,0.7696936356307356
Q25_C4,Good,Not Applicable,0.05234017836593033,0.5883628802262812
Q26_C1,Good,Not Applicable,0.4638790115706406,0.8070948899977143
Q26_C2,Dialogue,Not Applicable,0.5455111444895142,0.8786319791764762
Q26_C3,Good,Not Applicable,0.4999088878145475,0.8376879969003679
Q26_C4,Dialogue,Not Applicable,0.6174231782869102,0.8288519079742631
Q26_C5,Good,Not Applicable,0.38218624688324837,0.7607008092638758
Q26_C6,Dialogue,Not Applicable,0.3506019502052087,0.7758529416813174
Q26_C7,Dialogue,Not Applicable,0.0,0.25125318235453276
Q27_C1,Good,Not Applicable,0.09137805388064472,0.658675768624336
Q27_C2,Good,Not Applicable,0.032229763186821095,0.5124158774521723
Q27_C3,Good,Not Applicable,0.13657872799871362,0.7243078187156152
Q27_C4,Good,Not Applicable,0.14903066508522514,0.6037985656808371
Q28_C1,Good,Not Applicable,0.11190656809611431,0.6709784413202965
Q28_C2,Good,Not Applicable,0.08648211548822358,0.2534987201751238
Q28_C3,Good,Not Applicable,0.026429592036723702,0.6352876289467347
Q29_C1,Good,Not Applicable,0.5806283079262103,0.48010272101998647
Q29_C2,Good,Not Applicable,0.04494903501888777,0.7649355788156867
Q29_C3,Good,Not Applicable,0.49249711693077913,0.8429516711701913
Q29_C4,Good,Not Applicable,0.2943157731759603,0.4217821926225297
Q29_C5,Good,Not Applicable,0.162018707738027,0.447875592468512
Q30_C1,Dialogue,Not Applicable,0.19180205982502013,0.500925568635426
Q30_C2,Bad,Not Applicable,0.020824525551540414,0.4425273938398593
Q30_C3,Bad,Not Applicable,0.30713289439564834,0.6510810511052287
Q30_C4,Potential,Not Applicable,0.07103240395176694,0.3334853586233807
Q30_C5,Good,Not Applicable,0.555670450854219,0.6546968910868802
Q30_C6,Potential,Not Applicable,0.16521169030984828,0.6562392546190651
Q31_C1,Potential,Not Applicable,0.19585925101779753,0.6882320840981828
Q31_C2,Dialogue,Not Applicable,0.0,0.22263795214874765
Q31_C3,Dialogue,Not Applicable,0.0,0.3065398572293001
Q31_C4,Dialogue,Not Applicable,0.5505764102748917,0.6085928235821614
Q31_C5,Good,Not Applicable,0.6572412777328179,0.6426434492499258
Q31_C6,Dialogue,Not Applicable,0.04120825013370663,0.6413339652138755
Q31_C7,Bad,Not Applicable,0.13579623976192962,0.6904239682395461
Q31_C8,Dialogue,Not Applicable,0.0,0.5584187219127157
Q32_C1,Good,Not Applicable,0.38686295285483546,0.7384365756190417
Q32_C2,Dialogue,Not Applicable,0.4575320059103191,0.7959749548812988
Q32_C3,Good,Not Applicable,0.5132052589804312,0.8039742907279783
Q32_C4,Potential,Not Applicable,0.7850732827449054,0.8135665070747273
Q32_C5,Dialogue,Not Applicable,0.37263476852832345,0.7475798513932808
Q33_C1,Dialogue,Not Applicable,0.19660781720189732,0.6889580801421012
Q33_C2,Good,Not Applicable,0.3964686039336426,0.8571157689342598
Q33_C3,Dialogue,Not Applicable,0.0035084714045144896,0.6006263961931191
Q33_C4,Bad,Not Applicable,0.018616818408815582,0.5416191691144231
Q34_C1,Potential,Not Applicable,0.0,0.2574112186028703
Q34_C2,Dialogue,Not Applicable,0.05647796458643328,0.3638946922712058
Q34_C3,Dialogue,Not Applicable,0.12452787198940314,0.5430139898722801
Q35_C1,Bad,Not Applicable,0.6059610308342915,0.5957474975066992
Q35_C2,Good,Not Applicable,0.09663932448709724,0.7071228633015372
Q35_C3,Good,Not Applicable,0.27625634774196456,0.779542791629563
Q35_C4,Good,Not Applicable,0.14792452888678287,0.267559424023665
Q35_C5,Bad,Not Applicable,0.23203300554762574,0.7502297127518563
Q35_C6,Bad,Not Applicable,0.16859678642927045,0.6622595529415252
Q35_C7,Bad,Not Applicable,3.0137408984383444E-4,0.6273981176636984
Q35_C8,Bad,Not Applicable,0.16520679123041335,0.7405038088792192
Q35_C9,Good,Not Applicable,0.310388103145889,0.6146370372322301
Q35_C10,Bad,Not Applicable,0.049753979956073,0.7966510589304605
Q35_C11,Bad,Not Applicable,0.1439249760408028,0.5725548704488992
Q35_C12,Bad,Not Applicable,0.049753979956073,0.7938207471265594
Q35_C13,Potential,Not Applicable,0.34663627279016557,0.7270541087788224
Q35_C14,Bad,Not Applicable,0.4002998751259822,0.6211828493636409
Q35_C15,Bad,Not Applicable,0.14321156927488543,0.7293649185194807
Q35_C16,Bad,Not Applicable,0.13463041064563824,0.6625230427810167
Q35_C17,Bad,Not Applicable,0.13310613651212727,0.8148732881504325
Q35_C18,Bad,Not Applicable,0.22600014092099152,0.6985836622800006
Q35_C19,Bad,Not Applicable,0.19386371391440924,0.6251047884397892
Q35_C20,Bad,Not Applicable,0.19386371391440924,0.43168858729358
Q36_C1,Potential,Not Applicable,0.35477407794964694,0.6778253452101819
Q36_C2,Potential,Not Applicable,0.44807773381219484,0.2484738390794678
Q36_C3,Bad,Not Applicable,0.0,0.5610347085915848
Q36_C4,Good,Not Applicable,0.13265252574920172,0.7423508698930009
Q37_C1,Good,Not Applicable,0.07503822752531154,0.3668210551719416
Q37_C2,Good,Not Applicable,0.5818336804718809,0.7958637705028345
Q37_C3,Dialogue,Not Applicable,0.0,0.31181038659878263
Q37_C4,Dialogue,Not Applicable,0.0,0.49492318818214515
Q37_C5,Dialogue,Not Applicable,0.15402345050034028,0.49978967945214703
Q38_C1,Good,Not Applicable,0.400680148465629,0.6907446672326503
Q38_C2,Dialogue,Not Applicable,0.014911518913577258,0.36642739381678935
Q38_C3,Dialogue,Not Applicable,0.003223197191628367,0.21216334573439738
Q38_C4,Good,Not Applicable,0.7062913936336083,0.67957951905675
Q38_C5,Good,Not Applicable,0.7393079760947127,0.5620389309691096
Q38_C6,Dialogue,Not Applicable,0.03159265266948224,0.3687393755187202
Q39_C1,Good,Not Applicable,0.48239608185562854,0.7052523468404641
Q39_C2,Potential,Not Applicable,0.501604818519407,0.6478020776404311
Q39_C3,Dialogue,Not Applicable,0.1866928177133939,0.5505366698927919
Q39_C4,Good,Not Applicable,0.0,0.593112598575393
Q39_C5,Good,Not Applicable,0.0809129790921917,0.5568138487270702
Q40_C1,Bad,Not Applicable,0.05720399760934664,0.500910400146802
Q40_C2,Good,Not Applicable,0.7060591148219545,0.8502781499840677
Q40_C3,Good,Not Applicable,0.6401970255542612,0.867049250044126
Q40_C4,Good,Not Applicable,0.6529182198274659,0.8716674558589592
Q41_C1,Good,Not Applicable,0.0,0.0
Q42_C1,Potential,Not Applicable,0.6735406205914288,0.6483784601002147
Q42_C2,Good,Not Applicable,0.16657449440239902,0.7350746911719097
Q42_C3,Good,Not Applicable,0.22201539317229319,0.7962986458715617
Q42_C4,Good,Not Applicable,0.04599588024367237,0.5294080664131421
Q42_C5,Good,Not Applicable,0.20074113822006073,0.6956754524185584
Q43_C1,Good,Not Applicable,0.3801761391344131,0.6557388356751218
Q43_C2,Bad,Not Applicable,0.4386717538689471,0.6761693655935919
Q43_C3,Bad,Not Applicable,0.17247824827920252,0.6569107473143891
Q43_C4,Potential,Not Applicable,0.24204771537632955,0.5660123048271297
Q43_C5,Good,Not Applicable,0.41417960524294223,0.6648597135750621
Q44_C1,Dialogue,Not Applicable,0.40477172142964896,0.5680222511275484
Q44_C2,Good,Yes,0.13555815086909,0.8056385351353246
Q44_C3,Good,Yes,0.1468239251015653,0.5471985348531422
Q44_C4,Good,Yes,0.576193992666253,0.7947510080505608
Q45_C1,Good,Not Applicable,0.6722151318869031,0.7245030389642602
Q45_C2,Good,Not Applicable,0.5498228951752634,0.6852747284639195
Q45_C3,Good,Not Applicable,0.5672498275735972,0.6896653413247964
Q45_C4,Good,Not Applicable,0.13205123094996563,0.46773238049743526
Q45_C5,Dialogue,Not Applicable,0.34532538648410976,0.2802817131065372
Q46_C1,Bad,Not Applicable,0.1548423322772745,0.6293856853139648
Q46_C2,Bad,Not Applicable,0.14166258084534217,0.5769491292860875
Q46_C3,Dialogue,Not Applicable,0.13262093836876046,0.34943049839888324
Q47_C1,Good,Not Applicable,0.2760310379218565,0.7008567141474753
Q48_C1,Good,Not Applicable,0.6174411770752534,0.7341247596259127
Q48_C2,Good,Not Applicable,0.6724320800954763,0.7423747153994248
Q48_C3,Good,Not Applicable,0.572141462634593,0.7598686103048817
Q48_C4,Dialogue,Not Applicable,0.5513737200373965,0.6362389021843117
Q48_C5,Good,Not Applicable,0.6430843114718756,0.7543676173340513
Q48_C6,Dialogue,Not Applicable,0.0,0.7423604229409103
Q49_C1,Good,Not Applicable,0.7560785417671005,0.7560741137189457
Q49_C2,Dialogue,Not Applicable,0.44660853063267036,0.5754298344669491
Q49_C3,Good,Not Applicable,0.1792707165661503,0.5869024110768891
Q49_C4,Potential,Not Applicable,0.8964774605908008,0.8551970508925084
Q50_C1,Dialogue,Not Applicable,0.027067740550869412,0.1514567521183429
Q51_C1,Dialogue,Not Applicable,0.10988197217555187,0.36639453531234345
Q51_C2,Good,Not Applicable,0.6653493636918272,0.8031112191318528
Q51_C3,Good,Not Applicable,0.7850079613295188,0.71577192683675
Q52_C1,Good,Not Applicable,0.3849535721823855,0.6574639023872009
Q52_C2,Good,Not Applicable,0.3029170377633403,0.3155137217780706
Q52_C3,Good,Not Applicable,4.018612808759255E-4,0.3984507457360433
Q52_C4,Good,Not Applicable,0.22606129788571683,0.5941579151602563
Q52_C5,Good,Not Applicable,0.2042182251387404,0.634552129231347
Q53_C1,Good,Not Applicable,0.7068323062866261,0.8457727341190848
Q53_C2,Good,Not Applicable,0.614424526238056,0.7662226372841806
Q53_C3,Good,Not Applicable,0.7457991172325412,0.8807189347277059
Q53_C4,Good,Not Applicable,0.6360791682211564,0.7461153393601512
Q53_C5,Dialogue,Not Applicable,0.6377749700697047,0.9225588151079621
Q54_C1,Good,Not Applicable,0.22169018730692525,0.31160859443901656
Q55_C1,Dialogue,Not Applicable,0.08694764775829833,0.600532600170359
Q55_C2,Good,Not Applicable,0.8222973708967111,0.8556850906733775
Q55_C3,Good,Not Applicable,0.7741717388227343,0.8566536748884817
Q55_C4,Dialogue,Not Applicable,0.6492231336927966,0.8456949770961741
Q56_C1,Good,Unsure,0.254099505431713,0.7359606697890476
Q56_C2,Good,Unsure,0.33065080539042324,0.8336254602368557
Q56_C3,Bad,Not Applicable,0.24026092082613884,0.6512346572310533
Q57_C1,Bad,Not Applicable,0.0641766297163506,0.3494635306609988
Q58_C1,Bad,Not Applicable,0.10308559032624824,0.10375291676321952
Q59_C1,Dialogue,Not Applicable,0.04034765882209132,0.1199650444799119
Q60_C1,Bad,Not Applicable,0.3644305833185606,0.6387629451746879
Q60_C2,Bad,Not Applicable,0.11163841610307003,0.6192278021150136
Q61_C1,Dialogue,Not Applicable,0.44137021000478105,0.6126486595905293
Q61_C2,Good,Not Applicable,0.6527216259167544,0.7856359003703582
Q61_C3,Good,Not Applicable,0.14983196842152824,0.6955753656264769
Q61_C4,Good,Not Applicable,0.12915794195428104,0.11115204294525509
Q61_C5,Good,Not Applicable,0.6651655868959563,0.7331048760793599
Q62_C1,Good,Not Applicable,0.2982700786488948,0.6638077109707177
Q62_C2,Good,Not Applicable,0.3259764118992902,0.4020913664630338
Q62_C3,Good,Not Applicable,0.36668199952217756,0.7505353301549966
Q62_C4,Good,Not Applicable,0.2603805931228463,0.5839918466498767
Q63_C1,Good,Not Applicable,0.6921212157980756,0.8449299930448961
Q63_C2,Good,Not Applicable,0.43848006677746615,0.7233028062789858
Q63_C3,Good,Not Applicable,0.146212562848569,0.42674439545322734
Q63_C4,Potential,Not Applicable,0.24582526296484608,0.7199341587600919
Q63_C5,Good,Not Applicable,0.3482809616515628,0.76381069447762
Q63_C6,Good,Not Applicable,0.14646914995864224,0.7992410143813572
Q63_C7,Good,Not Applicable,0.2517432991743738,0.8121049337712778
Q63_C8,Good,Not Applicable,0.1619525328119898,0.7948950931038231
Q64_C1,Bad,Not Applicable,0.5791219833773341,0.6778580226380012
Q64_C2,Bad,Not Applicable,0.08533541201288884,0.6189087511914705
Q64_C3,Potential,Not Applicable,0.09058420680542012,0.6216676694692509
Q65_C1,Good,Not Applicable,0.6236798166821281,0.8797013812412809
Q65_C2,Good,Not Applicable,0.6332589677772708,0.8842737533904796
Q65_C3,Good,Not Applicable,0.5872887752773039,0.8913030696132833
Q65_C4,Dialogue,Not Applicable,0.6812799856017985,0.8039545173042928
Q65_C5,Potential,Not Applicable,0.5472532275064067,0.6876942726485852
Q65_C6,Good,Not Applicable,0.5516464219193217,0.8591578645530462
Q66_C1,Dialogue,Not Applicable,0.7306997085932364,0.7996704064058116
Q66_C2,Good,Yes,0.803694667497223,0.8016925235625822
Q66_C3,Good,No,0.6310318651796725,0.7959827972267798
Q66_C4,Good,Unsure,0.7064218966846382,0.7820991604456222
Q66_C5,Good,No,0.8999365312103474,0.8484394554067373
Q67_C1,Dialogue,Not Applicable,0.12244570129048944,0.625605730205264
Q67_C2,Dialogue,Not Applicable,0.44218543669334043,0.8383972910521637
Q67_C3,Dialogue,Not Applicable,0.652798225818369,0.902798770142974
Q67_C4,Good,Not Applicable,0.5774937043052997,0.8487462222152093
Q67_C5,Potential,Not Applicable,0.07867477392510823,0.5322530627325391
Q67_C6,Dialogue,Not Applicable,0.19330564197363928,0.613610016172428
Q68_C1,Bad,Not Applicable,0.0,0.4217755838406843
Q69_C1,Bad,Not Applicable,0.0,0.2512851950315048
Q70_C1,Good,Not Applicable,0.0,0.35698345033673223
Q70_C2,Good,Not Applicable,0.14487018384964798,0.7565237870351809
Q70_C3,Good,Not Applicable,0.0,0.0
Q70_C4,Good,Not Applicable,0.6822028728068877,0.6637658587938888
Q70_C5,Good,Not Applicable,0.0,0.07995710959468667
Q70_C6,Good,Not Applicable,7.478570931864709E-4,0.3455865598314833
Q70_C7,Good,Not Applicable,0.5489053264650441,0.6773868307411932
Q70_C8,Good,Not Applicable,0.2227147485280778,0.6328412451481121
Q70_C9,Potential,Not Applicable,0.47410481158073103,0.7100663232973228
Q70_C10,Good,Not Applicable,0.3714800398131506,0.5982053233692421
Q70_C11,Good,Not Applicable,0.24814786818348053,0.43425125487479094
Q70_C12,Good,Not Applicable,0.6822028728068877,0.6351938156238289
Q71_C1,Good,Not Applicable,0.0,0.0
Q72_C1,Potential,Not Applicable,0.5536334014241824,0.7993573293300663
Q72_C2,Dialogue,Not Applicable,0.3725869026093998,0.812173023167725
Q72_C3,Good,Not Applicable,0.6960892487246902,0.7137880990832864
Q72_C4,Potential,Not Applicable,0.2561091696499675,0.7540591613481382
Q72_C5,Good,Not Applicable,0.10946131724155116,0.5063852465594075
Q72_C6,Potential,Not Applicable,0.2975202264336895,0.5687770981570878
Q72_C7,Potential,Not Applicable,0.538733037197067,0.7097224352337516
Q72_C8,Bad,Not Applicable,0.3038062532043483,0.6317022954717672
Q72_C9,Potential,Not Applicable,0.6879950003596428,0.6891868597036981
Q72_C10,Not English,Not Applicable,0.32338764124388986,0.20672416764857912
Q72_C11,Potential,Not Applicable,0.607541932439967,0.7738062710259546
Q73_C1,Good,Not Applicable,0.22924676304534158,0.5787874535207559
Q73_C2,Good,Not Applicable,0.37459051656528214,0.4430164391853706
Q73_C3,Good,Not Applicable,0.0,0.0
Q73_C4,Good,Not Applicable,0.6146931556943803,0.7523280052294128
Q73_C5,Good,Not Applicable,0.8129445252531304,0.8816609197686405
Q73_C6,Good,Not Applicable,0.7000882822659346,0.8004515764313845
Q74_C1,Good,Not Applicable,0.3922030382712906,0.7695244247694789
Q74_C2,Good,Not Applicable,0.17124742329829626,0.7155430767099437
Q74_C3,Good,Not Applicable,0.12386469741304325,0.6942737763108295
Q75_C1,Good,Not Applicable,0.5399053422334591,0.6092463162155877
Q75_C2,Good,Not Applicable,0.07570967521893837,0.13392013148881532
Q75_C3,Good,Not Applicable,0.36626230064812093,0.5741022208526284
Q75_C4,Good,Not Applicable,0.0,0.5962627216264041
Q75_C5,Good,Not Applicable,0.20842967670678456,0.2500872501575874
Q75_C6,Bad,Not Applicable,0.04221934305765504,0.11460241665188481
Q75_C7,Bad,Not Applicable,0.10706835542247425,0.36210754948002666
Q75_C8,Good,Not Applicable,0.11376290819681292,0.4410570115374041
Q75_C9,Good,Not Applicable,0.12381627110500847,0.5184822211235287
Q75_C10,Good,Not Applicable,0.10773314642774134,0.24372064116368095
Q75_C11,Good,Not Applicable,0.08703300363888875,0.5575521204408741
Q75_C12,Dialogue,Not Applicable,0.08609911877378446,0.24392700065835093
Q75_C13,Good,Not Applicable,0.19843034852206387,0.4664779582119461
Q76_C1,Good,Not Applicable,0.8001116946096264,0.7140511845478404
Q76_C2,Good,Not Applicable,0.3262482437126156,0.5015967952637448
Q76_C3,Dialogue,Not Applicable,0.03789990090429263,0.3500888585275468
Q76_C4,Potential,Not Applicable,0.0,0.4613200010192952
Q76_C5,Potential,Not Applicable,0.6156993484612515,0.6732556080155724
Q77_C1,Good,Not Applicable,0.11993238874163001,0.13698418860591108
Q77_C2,Good,Not Applicable,0.05631869661028994,0.10055417091055838
Q77_C3,Good,Not Applicable,0.1740111577055905,0.4342764124724026
Q78_C1,Good,Yes,0.5736202125171059,0.8628999965816314
Q78_C2,Good,Yes,0.2434415853262364,0.6865492598980579
Q78_C3,Good,Yes,0.5423227363156717,0.7740649099168171
Q78_C4,Good,Yes,0.5680542472242694,0.7384541459361457
Q79_C1,Bad,Not Applicable,0.05909027296342268,0.41520950148730423
Q80_C1,Good,Not Applicable,0.5674785740094614,0.6468646864038843
Q80_C2,Good,Not Applicable,0.526083233757686,0.8351180803047562
Q81_C1,Good,Not Applicable,0.38342632957807976,0.5013971856517114
Q81_C2,Good,Not Applicable,0.1900957042306932,0.15789974188588415
Q81_C3,Good,Not Applicable,0.0,0.4925372330618496
Q81_C4,Good,Not Applicable,0.21785636137430572,0.5429042675070843
Q81_C5,Good,Not Applicable,0.4329124553377608,0.6914194366886356
Q81_C6,Dialogue,Not Applicable,0.18061862490949143,0.4921568741514652
Q82_C1,Bad,Not Applicable,0.5019682371005275,0.8911638239912294
Q82_C2,Bad,Not Applicable,0.11098632288527799,0.7017012214691025
Q82_C3,Bad,Not Applicable,0.1842732046408613,0.33216401127894046
Q82_C4,Bad,Not Applicable,0.17630705275821387,0.791329775855936
Q82_C5,Bad,Not Applicable,0.27317429715970104,0.8276597566364865
Q82_C6,Bad,Not Applicable,0.15638937723512095,0.7174510281993266
