QID,glove,composes
Q18_C18,0.978356716289815,0.827382344888816
Q18_C19,0.956408534107572,0.751171913105059
Q19_C1,0.959065140819488,0.844467938567123
Q19_C2,0.98165978045812,0.861151562515329
Q19_C3,0.856850186717041,0.612050797806458
Q19_C4,0.974415144144119,0.851128320187889
Q19_C5,0.980162950664938,0.870621428578354
Q19_C6,0.940300436173479,0.742388271732091
Q20_C1,0.814258650147155,0.562065251912304
Q20_C2,0.933167709218866,0.6741914318677
Q20_C3,0.877709917431885,0.563814346610971
Q20_C4,0.934436804634885,0.638242918537535
Q20_C5,0.931223934534647,0.720507045173056
Q21_C1,0.952034494967841,0.792742356285595
Q21_C2,0.803177988748221,0.590869281247764
Q21_C3,0.897320167410138,0.636045761036163
Q21_C4,0.912839484853344,0.688744698353062
Q21_C5,0.902092330588233,0.583854278650907
Q21_C6,0.892201500112905,0.586488918846777
Q21_C7,0.913456817370356,0.645601505609562
Q21_C8,0.925938964725162,0.668802244642032
Q21_C9,0.954797333396935,0.79964385157689
Q21_C10,0.929322069394884,0.704472215867095
Q21_C11,0.735037491758793,0.409829824746043
Q21_C12,0.932635746306905,0.686762609427953
Q21_C13,0.965536718991756,0.845968988933256
Q22_C1,0.954375599075652,0.762089574010588
Q22_C2,0.954732820500805,0.755802219896187
Q22_C3,0.96617813440629,0.842398133382224
Q22_C4,0.892680860319539,0.624757106469481
Q22_C5,0.964558760975218,0.844462081390685
Q22_C6,0.522018547270646,0.475116479350104
Q22_C7,0.862257568032301,0.604160655138532
Q22_C8,0.973098488286341,0.886042899088114
Q22_C9,0.94712451407109,0.706105653332076
Q22_C10,0.772792634842176,0.449286049966821
Q22_C11,0.970481254499608,0.861975957215894
Q22_C12,0.941425512451854,0.770923948194166
Q22_C13,0.969574497632705,0.849763842861952
Q22_C14,0.950821258582987,0.753903096505329
Q22_C15,0.948528590242229,0.767026812444745
Q23_C1,0.950978469262423,0.719525518726064
Q23_C2,0.977383810154437,0.848836953736465
Q23_C3,0.987441409021579,0.91802555137411
Q24_C1,0.898360920374082,0.70761750583057
Q24_C2,0.875591635278547,0.647863319897999
Q24_C3,0.834436483317156,0.499586954578956
Q24_C4,0.806068703363259,0.47372946586601
Q24_C5,0.925878914362628,0.722993328018986
Q24_C6,0.90853340702535,0.608756667423627
Q24_C7,0.88683453164603,0.646953846578143
Q25_C1,0.811484768013495,0.401848217827856
Q25_C2,0.973202639665175,0.876494794391555
Q25_C3,0.966102945387625,0.799977186780848
Q25_C4,0.939366267534935,0.735686665577044
Q26_C1,0.979123215496032,0.862950373686434
Q26_C2,0.97570803982566,0.851938765342501
Q26_C3,0.983621822832046,0.890662660226154
Q26_C4,0.976901782062897,0.855532425192158
Q26_C5,0.975708300246192,0.836451008963823
Q26_C6,0.965248815611801,0.790195627491366
Q26_C7,0.556609675039914,0.296825267817286
Q27_C1,0.965524451573752,0.848085948653824
Q27_C2,0.914668672514745,0.673595196605673
Q27_C3,0.967422476200314,0.802985198222363
Q27_C4,0.946772935772012,0.722651204487893
Q28_C1,0.938550617653297,0.743181205795974
Q28_C2,0.845878052274954,0.416540389472381
Q28_C3,0.94901801071902,0.736642177008668
Q29_C1,0.899941156010507,0.562583522644799
Q29_C2,0.968274749891035,0.755218673477296
Q29_C3,0.983536453209975,0.880126649037598
Q29_C4,0.921744810087539,0.660420119171262
Q29_C5,0.877336893665553,0.536434077997692
Q30_C1,0.907777411155943,0.544828091129269
Q30_C2,0.882980697822532,0.544682328824741
Q30_C3,0.95365710549573,0.737650026634236
Q30_C4,0.667388553822294,0.565618936777107
Q30_C5,0.930276316252831,0.698000513292466
Q30_C6,0.954346490019494,0.72346871475514
Q31_C1,0.949439503682709,0.748724202385716
Q31_C2,0.882142999761978,0.457704391706411
Q31_C3,0.873263141056031,0.480039603668541
Q31_C4,0.935149067581695,0.656087144873916
Q31_C5,0.941419648530907,0.745043640147522
Q31_C6,0.956090053138482,0.810486172225508
Q31_C7,0.965871022384358,0.819525404054085
Q31_C8,0.827142891310295,0.463875074165842
Q32_C1,0.975729521563376,0.823810181879814
Q32_C2,0.981425659724581,0.885188343034523
Q32_C3,0.971987601959353,0.784049613301109
Q32_C4,0.98369959234424,0.871043880111938
Q32_C5,0.956004823337267,0.756899531115773
Q33_C1,0.966765709167625,0.759509417325371
Q33_C2,0.97878476710337,0.849608090441168
Q33_C3,0.938887171978909,0.681927630426271
Q33_C4,0.907032633405852,0.560833911295045
Q34_C1,0.857576172168584,0.405716043793691
Q34_C2,0.843671695023683,0.428417442001396
Q34_C3,0.92303500093147,0.644811453235486
Q35_C1,0.915155992858148,0.65702498322945
Q35_C2,0.965886487751598,0.843736805006193
Q35_C3,0.972524823851588,0.812543320822439
Q35_C4,0.734429951370613,0.412575861518783
Q35_C5,0.968312104494548,0.833249180768638
Q35_C6,0.924673301522958,0.70568065913057
Q35_C7,0.950698261468346,0.780433984553649
Q35_C8,0.967047299089013,0.808301453456052
Q35_C9,0.949253557659188,0.725408248065055
Q35_C10,0.96783666666812,0.848470764351187
Q35_C11,0.937119887704379,0.699357081212688
Q35_C12,0.968081938893902,0.846674761957842
Q35_C13,0.956140260663446,0.829520226077075
Q35_C14,0.94070027709169,0.775693435144116
Q35_C15,0.971522077885041,0.767740323536783
Q35_C16,0.952478664922195,0.757515385368212
Q35_C17,0.960428713283874,0.846163612493022
Q35_C18,0.954033833097223,0.736687664315476
Q35_C19,0.951425503903282,0.725888541828766
Q35_C20,0.900115911271085,0.586654498604164
Q36_C1,0.965911544514863,0.804534821356498
Q36_C2,0.864337262276675,0.607304999142756
Q36_C3,0.945262199877176,0.765285909751684
Q36_C4,0.916971742497901,0.689419699420027
Q37_C1,0.894692583236085,0.643149732086146
Q37_C2,0.940534642998239,0.809273703382882
Q37_C3,0.876906542705232,0.591560726092561
Q37_C4,0.888916771358114,0.664173026022363
Q37_C5,0.899669294946887,0.634345250982844
Q38_C1,0.93589042587956,0.744794539778628
Q38_C2,0.850816240755118,0.465813168628442
Q38_C3,0.860679159484338,0.52482124797512
Q38_C4,0.954616367864607,0.793872398235368
Q38_C5,0.939015550015439,0.758570895753538
Q38_C6,0.898836968259501,0.690586216707196
Q39_C1,0.963807081835983,0.835057162771708
Q39_C2,0.939170109376992,0.737905506158615
Q39_C3,0.926124469127331,0.714686026777004
Q39_C4,0.953403939804515,0.801856260630385
Q39_C5,0.935643973277425,0.732819605987512
Q40_C1,0.908344194067717,0.559873974011424
Q40_C2,0.980136017401799,0.878567317240964
Q40_C3,0.984755431345985,0.900716121903445
Q40_C4,0.983605256283487,0.906253375740662
Q41_C1,0.580476520044278,0.613317670432287
Q42_C1,0.965043634096758,0.832765688592916
Q42_C2,0.972096029225237,0.830414191583834
Q42_C3,0.974337492446085,0.839146279366817
Q42_C4,0.922350412168814,0.711596158267353
Q42_C5,0.964656851605923,0.797130129530971
Q43_C1,0.95843634237271,0.788575689454842
Q43_C2,0.961937457639001,0.841447335442465
Q43_C3,0.953795499805835,0.823451490979777
Q43_C4,0.94030469937478,0.690575455688291
Q43_C5,0.954313670145448,0.731430254271173
Q44_C1,0.939731692982677,0.758453427222367
Q44_C2,0.96920731268317,0.806256314652179
Q44_C3,0.941694425366432,0.744313946062715
Q44_C4,0.971620896863331,0.851413168552159
Q45_C1,0.952649636624515,0.778049790961101
Q45_C2,0.97671446517432,0.83505202140384
Q45_C3,0.952044143862594,0.81877453847714
Q45_C4,0.949569832770804,0.718332532912789
Q45_C5,0.716819032341097,0.42458843805615
Q46_C1,0.937358386410404,0.696948018486022
Q46_C2,0.927403496623084,0.652382981088979
Q46_C3,0.848531586555003,0.506276145108337
Q47_C1,0.946740960806863,0.764297633153102
Q48_C1,0.962210284557738,0.798543944722478
Q48_C2,0.967775070657584,0.831150612552305
Q48_C3,0.964752271533899,0.802594678264837
Q48_C4,0.95141466398661,0.81374311970836
Q48_C5,0.976926081076358,0.861285447425659
Q48_C6,0.94871461140106,0.835722457732971
Q49_C1,0.958273783288769,0.779859039256501
Q49_C2,0.95756758000198,0.742306878392688
Q49_C3,0.933703379316637,0.629123690054116
Q49_C4,0.981648192850637,0.878250907686871
Q50_C1,0.79827167867545,0.50362651085717
Q51_C1,0.885462696926396,0.638034972132403
Q51_C2,0.96917933662135,0.819411325313652
Q51_C3,0.95819498258912,0.804783272355187
Q52_C1,0.944809866950911,0.820201451454614
Q52_C2,0.720565854298763,0.522715349045087
Q52_C3,0.857672972512902,0.427242617548049
Q52_C4,0.939879508764177,0.808104469704333
Q52_C5,0.936491360738749,0.783787553908413
Q53_C1,0.984411425284197,0.876651813306457
Q53_C2,0.94933496425767,0.757890417448498
Q53_C3,0.985913820870884,0.889906763721041
Q53_C4,0.962069255165405,0.800070204533614
Q53_C5,0.988812956233416,0.910247140581142
Q54_C1,0.701573833954946,0.445045293979428
Q55_C1,0.938863912597768,0.747343608521956
Q55_C2,0.986130794627062,0.89676248013004
Q55_C3,0.984342284298205,0.86031991672751
Q55_C4,0.981981473952195,0.886280234772303
Q56_C1,0.972961915782855,0.842205075210609
Q56_C2,0.976598279525894,0.872819260832302
Q56_C3,0.923231165147361,0.715982315780977
Q57_C1,0.862819979898133,0.473260420924896
Q58_C1,0.589424800895506,0.256523543570531
Q59_C1,0.813792998784464,0.372341223873205
Q60_C1,0.963823409257821,0.800726397831877
Q60_C2,0.958696200820422,0.710618241221751
Q61_C1,0.957277887412903,0.763601566119014
Q61_C2,0.972196051101488,0.854731854907747
Q61_C3,0.958302190164091,0.767550663293133
Q61_C4,0.720851469641661,0.391735929076493
Q61_C5,0.9677015797446,0.810194517124566
Q62_C1,0.940487711022785,0.716539418734525
Q62_C2,0.898895921116976,0.597028447401587
Q62_C3,0.968141578319704,0.825464793164848
Q62_C4,0.953454290346079,0.749831320720221
Q63_C1,0.975057769698988,0.862898125722012
Q63_C2,0.962763557423441,0.810285551734165
Q63_C3,0.94316052834988,0.679626157783481
Q63_C4,0.958340957624848,0.7556181033897
Q63_C5,0.962626224547531,0.840526441481631
Q63_C6,0.976374466125763,0.860434306867088
Q63_C7,0.97426799164278,0.849883399566039
Q63_C8,0.964510777302603,0.801541958661475
Q64_C1,0.941963287108548,0.710282471768226
Q64_C2,0.964675629810239,0.80852791487546
Q64_C3,0.962677618366437,0.746977381717005
Q65_C1,0.98133247787894,0.879301829384181
Q65_C2,0.980800924098385,0.882329911962878
Q65_C3,0.974737225533005,0.857073112525685
Q65_C4,0.958712236530248,0.76222027090052
Q65_C5,0.972532358220737,0.830448428063847
Q65_C6,0.976552131062478,0.861101799835963
Q66_C1,0.958883911885923,0.850100189603751
Q66_C2,0.968219806021268,0.81527617407365
Q66_C3,0.952755100009587,0.769212555488466
Q66_C4,0.964179673383289,0.807529481449621
Q66_C5,0.970404667612072,0.850096114890126
Q67_C1,0.939267423206497,0.734569520352635
Q67_C2,0.980802797138287,0.883597566957315
Q67_C3,0.985842676248078,0.910541387983598
Q67_C4,0.982243736419662,0.893856513853905
Q67_C5,0.949423495985457,0.746714140343086
Q67_C6,0.939083173974779,0.771523345505243
Q68_C1,0.876659411269382,0.557565960076833
Q69_C1,0.776437066518164,0.460803298171224
Q70_C1,0.862085815213945,0.540351892317147
Q70_C2,0.921014825566278,0.610210547616572
Q70_C3,0.728784558692015,0.565504493021459
Q70_C4,0.944055411537684,0.746185394441268
Q70_C5,0.645905313453944,0.275156643253132
Q70_C6,0.858487103911758,0.599669110863976
Q70_C7,0.915697935635145,0.684370869305734
Q70_C8,0.901920626756762,0.628586305511719
Q70_C9,0.936874976664604,0.758796337795926
Q70_C10,0.911066434042496,0.640948247463809
Q70_C11,0.868238078825821,0.538959444363375
Q70_C12,0.874707808068261,0.592596412917093
Q71_C1,0,0
Q72_C1,0.97822481081191,0.862737888624651
Q72_C2,0.973428677660182,0.836388987145781
Q72_C3,0.940194375568133,0.789201825052465
Q72_C4,0.962295849159182,0.774143617799604
Q72_C5,0.822522710597789,0.406324110225171
Q72_C6,0.941521352195662,0.688485004026189
Q72_C7,0.942412117566764,0.639966871882341
Q72_C8,0.946855329211644,0.758120396092454
Q72_C9,0.924982864404282,0.711807696560396
Q72_C10,0.643008873526963,0.578581946059807
Q72_C11,0.975090533646525,0.85191752615746
Q73_C1,0.951384773642499,0.744370015640731
Q73_C2,0.868335108299027,0.506587261839717
Q73_C3,0.805675962994654,0.366817520632555
Q73_C4,0.960877627448532,0.755303165390853
Q73_C5,0.982595987725569,0.906928497388274
Q73_C6,0.97063940889074,0.815153302685504
Q74_C1,0.967179211916152,0.811962974246494
Q74_C2,0.966626004668403,0.812833247256487
Q74_C3,0.942825470720986,0.715117675525635
Q75_C1,0.931593440337143,0.687411469188313
Q75_C2,0.777011045080889,0.357220568920517
Q75_C3,0.939345957814604,0.693071181628962
Q75_C4,0.885225007672192,0.674478320533417
Q75_C5,0.810836235951857,0.430864251869189
Q75_C6,0.751138302068786,0.383377272178859
Q75_C7,0.875334928655975,0.545946439635644
Q75_C8,0.916076705364407,0.715181569445151
Q75_C9,0.913248101186213,0.555334624742148
Q75_C10,0.775796555364789,0.376145327703058
Q75_C11,0.92576945700124,0.689614337144264
Q75_C12,0.867173175472859,0.534713576928452
Q75_C13,0.885187787819325,0.508279019217259
Q76_C1,0.950576202039783,0.829414725901824
Q76_C2,0.910156221292972,0.654422337430648
Q76_C3,0.855668258814544,0.502678499292975
Q76_C4,0.928004865742311,0.688703205406606
Q76_C5,0.92461710197136,0.718445904004288
Q77_C1,0.866999567289042,0.528252610786902
Q77_C2,0.709702109257002,0.280778431427341
Q77_C3,0.853573505322288,0.45727323799241
Q78_C1,0.98658454864273,0.898184718985069
Q78_C2,0.961519206908866,0.744469828014903
Q78_C3,0.978177089420812,0.833429429770801
Q78_C4,0.978771665624484,0.877873322411735
Q79_C1,0.860382389184942,0.389419960369271
Q80_C1,0.958798646506872,0.810651127178148
Q80_C2,0.975614189959046,0.835940268957532
Q81_C1,0.902402789553114,0.520223348415805
Q81_C2,-0.128670011066982,0
Q81_C3,0.932424521917434,0.738445308929433
Q81_C4,0.921418036206998,0.628901544720979
Q81_C5,0.94640802173005,0.744592342219616
Q81_C6,0.927025940894984,0.675814567871043
Q82_C1,0.987595026335564,0.928172475033588
Q82_C2,0.964750844521814,0.83065530900391
Q82_C3,0.860703995029387,0.546256487335663
Q82_C4,0.97326013405279,0.842492898875982
Q82_C5,0.976489682051136,0.868197778236841
Q82_C6,0.948955356298926,0.722628947042685
Q82_C7,0.950463349871156,0.708927895088107
Q82_C8,0.989154810859954,0.943950559991481
Q82_C9,0.982713631512607,0.911007367994793
Q82_C10,0.991798095833624,0.953421244137701
Q82_C11,0.917119803379646,0.712104558041428
Q82_C12,0.953192167832883,0.710941679631459
Q82_C13,0.952729697209097,0.697561385265023
Q82_C14,0.978068663394884,0.86657249106487
Q82_C15,0.940894360278616,0.636837095841559
Q82_C16,0.979660811586612,0.868693974681101
Q82_C17,0.937223844777024,0.810372278998645
Q82_C18,0.976875913774755,0.844208662705069
Q82_C19,0.968498469237725,0.811531070995935
Q82_C20,0.904711349527735,0.556995869708972
Q82_C21,0.956814166222977,0.761437712877627
Q82_C22,0.984180327585637,0.906688703382499
Q82_C23,0.977823004163971,0.882913216147722
Q82_C24,0.944387014214574,0.705547960147686
Q82_C25,0.910681372372834,0.61284823491151
Q82_C26,0.931510380965566,0.744666273140366
Q82_C27,0.837526600426803,0.564424596648739
Q82_C28,0.974492401718848,0.876129407380548
Q82_C29,0.953461850082693,0.76292667806466
Q82_C30,0.776975123703432,0.482495982282814
Q82_C31,0.976557158434217,0.859798533198805
Q82_C32,0.931563604616583,0.803622173831147
Q82_C33,0.960030380813535,0.765488590310429
Q82_C34,0.878648644273578,0.699258105278711
Q82_C35,0.97233773261334,0.826121593290234
Q82_C36,0.970139664699142,0.846689257026974
Q82_C37,0.963943012470832,0.797096328411902
Q82_C38,0.97381513130835,0.863193226822199
Q82_C39,0.966361990959425,0.842716882435977
Q82_C40,0.908166552438498,0.623802777221643
Q83_C1,0.866014615540238,0.544341476977956
Q83_C2,0.954041319314214,0.794537609710157
Q83_C3,0.928336071793862,0.697983666925887
Q83_C4,0.942766847793507,0.742341008236207
Q83_C5,0.935105128844575,0.741381536072815
Q83_C6,0.925165097936268,0.677911767682684
Q83_C7,0.954429840126468,0.769812194814134
Q83_C8,0.887485917938306,0.533899666139884
Q83_C9,0.677424876606273,0.406102988428727
Q83_C10,0.848088201235131,0.50335043055592
Q83_C11,0.916592120396147,0.636126664663542
Q83_C12,0.910512755137598,0.6517472540852
Q83_C13,0.832842195569306,0.464250079646524
Q83_C14,0.965945674593331,0.861285278483073
Q84_C1,0.959625127498943,0.799129554132444
Q84_C2,0.917619742314802,0.655624524802676
Q84_C3,0.932791590634718,0.700277781438685
Q84_C4,0.946397393868521,0.743465353575093
Q84_C5,0.952572697227932,0.75338683018664
Q84_C6,0.920233115689424,0.673097537505586
Q84_C7,0.959524753739341,0.763923700674408
Q84_C8,0.950221401419945,0.735453582869674
Q85_C1,0.930713465638172,0.725066743360132
Q85_C2,0.86684258396923,0.483959188128818
Q85_C3,0.885956049758374,0.620513086274786
Q85_C4,0.890835551269645,0.605640281583775
Q85_C5,0.785137732767087,0.466206995322312
Q86_C1,0.947647178430126,0.761354242434702
Q87_C1,0.973555930071025,0.815288697988446
Q87_C2,0.927659852871986,0.596041586224348
Q87_C3,0.95024494629162,0.725545569290524
Q88_C1,0.946648911539062,0.674312622384018
Q88_C2,0.951435904579353,0.786282995067739
Q88_C3,0.928164009553209,0.7888959049101
Q88_C4,0.932399223734954,0.571634609966109
Q88_C5,0.961909055849631,0.763468229366498
Q88_C6,0.934304822398117,0.645284562246524
Q88_C7,0.947794325106216,0.776723297733423
Q88_C8,0.868927940572581,0.589742102287682
Q88_C9,0.955898355052599,0.81253146786635
Q88_C10,0.96510924791592,0.782148797409551
Q89_C1,0.978135752775393,0.887008475515587
Q89_C2,0.946474692259326,0.725770502295413
Q89_C3,0.968606078405889,0.812172299914553
Q90_C1,0.729361131727997,0.265907912750678
Q91_C1,0.97840917298204,0.864978344955387
Q91_C2,0.9793472387995,0.860466424843779
Q91_C3,0.959610879763098,0.814939232529044
Q92_C1,0.98042735227932,0.895513481825613
Q92_C2,0.985664392590631,0.885904218836789
Q92_C3,0.980453065784843,0.872803377560965
Q92_C4,0.979201995004826,0.889813480316651
Q92_C5,0.970145321651971,0.858000214395152
Q93_C1,0.940686298901091,0.79377973615184
Q93_C2,0.956253655795363,0.821555007044381
Q93_C3,0.952595289182469,0.813350030718656
Q93_C4,0.958361835747476,0.83787609613404
Q94_C1,0.894524048789596,0.51155728000978
Q94_C2,0.908405149841486,0.566808411349265
Q94_C3,0.916742150048215,0.569250105602157
Q94_C4,0.961016844939991,0.76306022585141
Q94_C5,0.957819282000743,0.778034274602285
Q94_C6,0.921535477295632,0.746909395821264
Q94_C7,0.969307495064919,0.856886122369868
Q94_C8,0.891064766656381,0.69000643147557
Q94_C9,0.960606692540074,0.808581789588081
Q94_C10,0.959245045491693,0.709628367167651
Q94_C11,0.960617563241795,0.727130120689324
Q94_C12,0.941803799576939,0.702506080316053
Q94_C13,0.847244006235221,0.517052533945613
Q94_C14,0.930866064030604,0.714506380476934
Q94_C15,0.623321300120669,0.236141696046475
Q94_C16,0.849591466181637,0.544848692066739
Q94_C17,0.925762332524462,0.67638427208819
Q94_C18,0.923529939526714,0.640666079598379
Q94_C19,0.963950534349195,0.774342252599586
Q94_C20,0.958201955230848,0.764723574466258
Q94_C21,0.943096296121291,0.722708359061809
Q94_C22,0.975059750072364,0.834328628847897
Q94_C23,0.922183899336536,0.640784186032822
Q95_C1,0.971271354575611,0.816695570097369
Q95_C2,0.939683849549661,0.661357392117878
Q95_C3,0.938410048617409,0.705069768393409
Q96_C1,0.945929219457593,0.695229082743508
Q96_C2,0.936215190666899,0.678960546127774
Q96_C3,0.847792746788517,0.492944470415934
Q97_C1,0.974409149889648,0.827529608535652
Q97_C2,0.934650010612536,0.63458376564129
Q97_C3,0.953975798278003,0.778485202465587
Q97_C4,0.842291447703936,0.596896097665796
Q97_C5,0.762961705924811,0.35820064664911
Q97_C6,0.924001602248454,0.688848827980928
Q98_C1,0.8764793221655,0.418951038443798
Q98_C2,0.977192018340753,0.852988555972274
Q98_C3,0.954616514859657,0.733955450687033
Q98_C4,0.954616514859657,0.733955450687033
Q98_C5,0.960573389161016,0.795186270620884
Q98_C6,0.981716417292998,0.879567597218027
Q99_C1,0.981410012528021,0.880962248350862
Q99_C2,0.985929031893163,0.889390688830117
Q99_C3,0.986067998841035,0.894080036452258
Q99_C4,0.959581451897882,0.761284802446747
Q99_C5,0.979196762877977,0.871691386217847
Q99_C6,0.986543599263581,0.885435065567825
Q99_C7,0.866662221956883,0.518683284388587
Q99_C8,0.932309922808613,0.63542628386633
Q99_C9,0.829813895244994,0.477418313136682
Q100_C1,0.954032233089298,0.742877487619519
Q100_C2,0.713745878510224,0.258252614054901
Q100_C3,0.944091872386816,0.738720549160054
Q100_C4,0.886869931702222,0.530310439272929
Q100_C5,0.968054565401757,0.821230539292729
Q100_C6,0.96048262959763,0.719631447708602
Q100_C7,0.954145225022708,0.675865099277241
Q100_C8,0.901581380376886,0.616072456512069
Q100_C9,0.935553993206637,0.640317051335824
Q100_C10,0.502363823094304,0.197335523395694
Q100_C11,0.970834054969267,0.801652907646654
Q101_C1,0.901472771094725,0.61451885993826
Q101_C2,0,0
Q101_C3,0.866932047576238,0.57041989211825
Q101_C4,0.893226145711114,0.587704727103323
Q102_C1,0.962937565037964,0.808484717563801
Q102_C2,0.922512545205297,0.67283873089294
Q102_C3,0.99168219785664,0.951937272731701
Q102_C4,0.853406793968884,0.477686189431826
Q102_C5,0.977757523461779,0.875369850789868
Q103_C1,0.984848034855021,0.897319396183477
Q103_C2,0.982829431626229,0.898779144179039
Q103_C3,0.958453508252826,0.80180073564639
Q103_C4,0.977397321087244,0.866377930963677
Q103_C5,0.931638308826138,0.642496238218637
Q103_C6,0.972349256969353,0.845879875580231
Q103_C7,0.982405037191863,0.906419657289733
Q104_C1,0.962986921673004,0.780967134608098
Q104_C2,0.968732715268106,0.826297118790138
Q104_C3,0.930694066369515,0.740099416672852
Q104_C4,0.972110951276302,0.821075772381505
Q104_C5,0.962015853781592,0.716257697125469
Q104_C6,0.959486422949416,0.817015978611308
Q104_C7,0.967716371010509,0.77777750782372
Q105_C1,0.936127942162865,0.726733474051966
Q105_C2,0.924730191043994,0.650834913955621
Q105_C3,0.936957719490193,0.740684467869184
Q105_C4,0.915114096283574,0.616403837604285
Q105_C5,0.870109630765921,0.509895707458844
Q106_C1,0.679458858263092,0.489174340682308
Q106_C2,0.948460422757741,0.739327720237103
Q106_C3,0.962082325198113,0.746442845509857
Q106_C4,0.897104354032934,0.639201842784417
Q106_C5,0.931592489733688,0.677406791812903
Q106_C6,0.950234741368592,0.723345735884303
Q107_C1,0.922853037111163,0.701417998211819
Q107_C2,0.966869711200562,0.792750000723658
Q107_C3,0.904926089916249,0.683033744405764
Q107_C4,0.96369881523809,0.800765443509353
Q107_C5,0.96415124182572,0.812492124423773
Q108_C1,0.859683251291885,0.475590503369832
Q108_C2,0.924259109894343,0.649567165117735
Q108_C3,0.93243920600136,0.689772911416626
Q109_C1,0.932620191213411,0.630512566950273
Q109_C2,0.929933010874373,0.670240492366247
Q109_C3,0.93339332226134,0.627938549296815
Q109_C4,0.937966191918598,0.700243864952537
Q109_C5,0.922274866288793,0.631161829533192
Q109_C6,0.922976296687095,0.622517031836716
Q109_C7,0.919608461258815,0.653015715336731
Q110_C1,0.964643382375147,0.817600136101104
Q110_C2,0.955663007838899,0.748326108309601
Q110_C3,0.913240187097237,0.61792813549418
Q110_C4,0.95388595950257,0.776702714049539
Q111_C1,0.951780207242288,0.751047685498089
Q111_C2,0.955737225760936,0.79920214042288
Q111_C3,0.963834826714011,0.795542107361286
Q112_C1,0.949698893287571,0.776983992821644
Q113_C1,0.960471627964187,0.794947637891991
Q113_C2,0.972772202439788,0.820212731684233
