qid,cgold,cgold_yn,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
Q5_C6,Good,Not Applicable,0.08888888888888889,0.0,0.0,0.19047619047619047,0.0,0.4268292682926829,0.45023696682464454,0.5792682926829268,0.04739336492891,0.7412495332949878,0.701818181818182,0.19876159799998133,0.7412495332949878
Q5_C7,Dialogue,Not Applicable,0.14285714285714285,0.0,0.0,0.23809523809523808,0.0,0.3780487804878049,0.44224422442244227,0.40853658536585363,0.08580858085808585,0.7562699505881323,0.8628787878787879,0.2962962962962963,0.7562699505881323
Q5_C8,Good,Not Applicable,0.07407407407407407,0.0,0.0,0.09523809523809523,0.0,0.1524390243902439,0.32258064516129037,0.21341463414634146,0.06451612903225812,0.6919651056014691,0.6057575757575759,0.20412414523193148,0.6919651056014691
Q6_C1,Good,Not Applicable,0.0975609756097561,0.0,0.0,0.26666666666666666,0.0,0.32967032967032966,0.33999999999999997,0.5604395604395604,0.053333333333333344,0.749153439153439,0.8902222222222222,0.19641855032959654,0.749153439153439
Q6_C2,Potential,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.34838709677419355,0.2967032967032967,0.05161290322580647,0.5401058201058202,0.6244444444444445,0.0,0.5401058201058202
Q6_C3,Good,Not Applicable,0.05263157894736842,0.0,0.0,0.06666666666666667,0.0,0.07692307692307693,0.2857142857142857,0.1978021978021978,0.06349206349206349,0.562063492063492,0.4422222222222222,0.10540925533894598,0.562063492063492
Q6_C4,Good,Not Applicable,0.07936507936507936,0.0,0.0,0.3333333333333333,0.0,0.5604395604395604,0.2709677419354839,0.6923076923076923,0.03870967741935483,0.8048148148148149,0.7922222222222222,0.26461887337857853,0.8048148148148149
Q7_C1,Good,Unsure,0.06896551724137931,0.0,0.0,0.16666666666666666,0.0,0.24468085106382978,0.4035087719298246,0.48936170212765956,0.0964912280701754,0.7030885780885779,0.875128205128205,0.13245323570650439,0.7030885780885779
Q7_C2,Good,Yes,0.0,0.0,0.0,0.0,0.0,0.031914893617021274,0.23008849557522126,0.13829787234042554,0.053097345132743334,0.3868982868982869,0.4202930402930403,0.0,0.3868982868982869
Q7_C3,Dialogue,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.15094339622641506,0.0851063829787234,0.037735849056603765,0.3379333629333629,0.4397435897435897,0.0,0.3379333629333629
Q7_C4,Good,Yes,0.07692307692307693,0.0,0.0,0.08333333333333333,0.0,0.07446808510638298,0.17142857142857137,0.09574468085106383,0.1333333333333333,0.3867724867724868,0.4217948717948718,0.20412414523193148,0.3867724867724868
Q8_C1,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.4117647058823529,0.3181818181818182,0.05882352941176472,0.48822751322751323,0.4953333333333333,0.0,0.48822751322751323
Q8_C2,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.3870967741935484,0.2727272727272727,0.06451612903225812,0.5327513227513228,0.43066666666666664,0.0,0.5327513227513228
Q8_C3,Good,Not Applicable,0.07407407407407407,0.0,0.0,0.4,0.0,0.5681818181818182,0.31336405529953915,0.7727272727272727,0.06451612903225812,0.8630158730158731,0.9333333333333332,0.30618621784789724,0.8630158730158731
Q8_C4,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.39622641509433965,0.4772727272727273,0.07547169811320753,0.6663492063492064,0.68,0.0,0.6663492063492064
Q8_C5,Good,Not Applicable,0.07142857142857142,0.0,0.0,0.2,0.0,0.25,0.42592592592592593,0.5227272727272727,0.09259259259259256,0.7219047619047619,0.6079999999999999,0.07905694150420949,0.7219047619047619
Q8_C6,Good,Not Applicable,0.04,0.0,0.0,0.2,0.0,0.11363636363636363,0.3296703296703297,0.6818181818181818,0.05494505494505497,0.7468253968253968,0.698,0.11858541225631422,0.7468253968253968
Q8_C7,Dialogue,Not Applicable,0.2,0.0,0.0,0.2,0.0,0.06818181818181818,0.12765957446808507,0.06818181818181818,0.12765957446808507,0.5473015873015873,0.5866666666666667,0.25,0.5473015873015873
Q9_C1,Dialogue,Not Applicable,0.1,0.0,0.0,0.1111111111111111,0.0,0.07317073170731707,0.17204301075268813,0.0975609756097561,0.12903225806451613,0.45802469135802465,0.3466666666666667,0.14744195615489714,0.45802469135802465
Q9_C2,Good,Not Applicable,0.17647058823529413,0.0,0.0,0.3333333333333333,0.0,0.36585365853658536,0.5714285714285714,0.5365853658536586,0.1428571428571429,0.8217652717652718,0.775925925925926,0.5015503913178176,0.8217652717652718
Q9_C3,Good,Not Applicable,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.06097560975609756,0.11494252873563215,0.06097560975609756,0.11494252873563215,0.47278338945005616,0.37111111111111117,0.6255432421712244,0.47278338945005616
Q9_C4,Bad,Not Applicable,0.07692307692307693,0.03225806451612903,0.0,0.2222222222222222,0.09090909090909091,0.2682926829268293,0.3677130044843049,0.5,0.12556053811659196,0.7265031265031265,0.8688888888888889,0.11821656093586509,0.7265031265031265
Q10_C1,Good,Unsure,0.0625,0.0,0.0,0.14285714285714285,0.0,0.75,0.3563218390804598,0.7045454545454546,0.09195402298850575,0.8111111111111111,0.8866666666666667,0.11952286093343936,0.8111111111111111
Q10_C2,Good,No,0.08333333333333333,0.0,0.0,0.2857142857142857,0.0,0.6136363636363636,0.2731707317073171,0.6363636363636364,0.07804878048780484,0.8399999999999999,0.8633333333333333,0.24854790640048002,0.8399999999999999
Q10_C3,Dialogue,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.6590909090909091,0.22429906542056077,0.8181818181818182,0.07476635514018692,0.7462962962962962,0.7533333333333333,0.0,0.7462962962962962
Q10_C4,Bad,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.4318181818181818,0.22291021671826627,0.8181818181818182,0.037151702786377694,0.6755555555555556,0.8466666666666667,0.0,0.6755555555555556
Q10_C5,Bad,Not Applicable,0.06896551724137931,0.0,0.0,0.2857142857142857,0.0,0.7045454545454546,0.2682926829268293,0.75,0.07317073170731703,0.8333333333333334,0.8866666666666667,0.1315903389919538,0.8333333333333334
Q11_C1,Bad,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.048387096774193505,0.3333333333333333,0.016129032258064502,0.4920634920634921,0.3333333333333333,0.0,0.4920634920634921
Q11_C2,Bad,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.048387096774193505,0.3333333333333333,0.016129032258064502,0.4920634920634921,0.3333333333333333,0.0,0.4920634920634921
Q11_C3,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.048387096774193505,0.3333333333333333,0.016129032258064502,0.4920634920634921,0.3333333333333333,0.0,0.4920634920634921
Q12_C1,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529416,0.10714285714285714,0.11764705882352944,0.30833333333333335,0.33066666666666666,0.0,0.30833333333333335
Q12_C2,Dialogue,Not Applicable,0.125,0.0,0.0,0.2,0.0,0.25,0.41509433962264153,0.39285714285714285,0.15094339622641506,0.6653968253968253,0.6333333333333333,0.22360679774997896,0.6653968253968253
Q12_C3,Dialogue,Not Applicable,0.14285714285714285,0.0,0.0,0.2,0.0,0.14285714285714285,0.3555555555555555,0.2857142857142857,0.1777777777777778,0.6172222222222221,0.5399999999999999,0.2581988897471611,0.6172222222222221
Q12_C4,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.2947368421052632,0.5,0.04210526315789476,0.5572222222222221,0.4846666666666667,0.0,0.5572222222222221
Q12_C5,Bad,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.13899613899613905,0.6428571428571429,0.02316602316602312,0.7352380952380952,0.8933333333333333,0.0,0.7352380952380952
Q13_C1,Good,Unsure,0.0,0.0,0.0,0.0,0.0,0.16279069767441862,0.28776978417266186,0.46511627906976744,0.05755395683453235,0.6642857142857144,0.49380952380952386,0.0,0.6642857142857144
Q13_C2,Good,Yes,0.058823529411764705,0.0,0.0,0.16666666666666666,0.0,0.5813953488372093,0.40764331210191085,0.7441860465116279,0.16560509554140124,0.8105442176870747,0.7952380952380952,0.20412414523193154,0.8105442176870747
Q13_C3,Dialogue,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.09302325581395349,0.07692307692307687,0.3611111111111111,0.28523809523809524,0.0,0.3611111111111111
Q14_C1,Good,Not Applicable,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.04201680672268908,0.08064516129032262,0.04201680672268908,0.08064516129032262,0.2846093993152817,0.28,0.17677669529663687,0.2846093993152817
Q14_C2,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.04201680672268908,0.03125,0.26698568316215376,0.2562745098039216,0.0,0.26698568316215376
Q14_C3,Good,Not Applicable,0.05263157894736842,0.0,0.0,0.058823529411764705,0.0,0.1092436974789916,0.2571428571428571,0.15126050420168066,0.1428571428571429,0.401338313103019,0.357843137254902,0.10206207261596574,0.401338313103019
Q14_C4,Good,Not Applicable,0.08571428571428572,0.02564102564102564,0.0,0.17647058823529413,0.05263157894736842,0.33613445378151263,0.4075471698113208,0.453781512605042,0.08301886792452828,0.7062190532778767,0.6495098039215685,0.2525907427704613,0.7062190532778767
Q14_C5,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.13445378151260504,0.38834951456310685,0.33613445378151263,0.058252427184465994,0.5464285714285715,0.6529411764705882,0.0,0.5464285714285715
Q15_C1,Dialogue,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.20408163265306123,0.6944444444444444,0.024489795918367308,0.6927777777777778,1.0,0.0,0.6927777777777778
Q16_C1,Bad,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.1512605042016807,0.08333333333333333,0.0672268907563025,0.31192810457516335,0.4196078431372549,0.0,0.31192810457516335
Q17_C1,Good,Not Applicable,0.03333333333333333,0.0,0.0,0.05,0.0,0.13008130081300814,0.36363636363636365,0.2764227642276423,0.06417112299465244,0.6062610229276895,0.6142857142857143,0.06286946134619316,0.6062610229276895
Q17_C2,Bad,Not Applicable,0.043478260869565216,0.0,0.0,0.05,0.0,0.08130081300813008,0.1917808219178082,0.11382113821138211,0.09589041095890416,0.45970017636684296,0.4971428571428571,0.10425720702853739,0.45970017636684296
Q17_C3,Good,Not Applicable,0.06896551724137931,0.0,0.0,0.1,0.0,0.1951219512195122,0.38190954773869346,0.3089430894308943,0.07035175879396982,0.5789682539682539,0.615873015873016,0.11145564251507058,0.5789682539682539
Q17_C4,Dialogue,Not Applicable,0.05405405405405406,0.0,0.0,0.1,0.0,0.2601626016260163,0.3861003861003861,0.4065040650406504,0.05405405405405406,0.6820987654320988,0.7541269841269841,0.14519080172812554,0.6820987654320988
Q17_C5,Dialogue,Not Applicable,0.045454545454545456,0.0,0.0,0.1,0.0,0.3089430894308943,0.3269754768392371,0.4878048780487805,0.038147138964577665,0.671604938271605,0.7444444444444445,0.1286978904175574,0.671604938271605
Q18_C1,Potential,Not Applicable,0.1,0.0,0.0,0.125,0.0,0.13559322033898305,0.3414634146341463,0.23728813559322035,0.19512195121951215,0.5803571428571429,0.5333333333333333,0.3086066999241839,0.5803571428571429
Q18_C2,Good,Not Applicable,0.1111111111111111,0.0,0.0,0.25,0.0,0.3728813559322034,0.4233576642335767,0.4915254237288136,0.13138686131386856,0.7166666666666666,0.6916666666666667,0.23145502494313788,0.7166666666666666
Q18_C3,Potential,Not Applicable,0.07142857142857142,0.0,0.0,0.25,0.0,0.4745762711864407,0.3366336633663366,0.576271186440678,0.05940594059405946,0.7839285714285714,0.7886904761904763,0.10101525445522107,0.7839285714285714
Q18_C4,Good,Not Applicable,0.029411764705882353,0.0,0.0,0.25,0.0,0.6779661016949152,0.1924398625429553,0.9491525423728814,0.044673539518900296,0.78125,0.8145833333333334,0.2812843385630973,0.78125
Q18_C5,Good,Not Applicable,0.08695652173913043,0.0,0.0,0.25,0.0,0.576271186440678,0.3789473684210526,0.6101694915254238,0.06315789473684208,0.7726190476190476,0.8241071428571429,0.12964074471043288,0.7726190476190476
Q18_C6,Bad,Not Applicable,0.030303030303030304,0.0,0.0,0.125,0.0,0.3728813559322034,0.28093645484949836,0.711864406779661,0.06020066889632103,0.7159722222222222,0.6937499999999999,0.07484811885651199,0.7159722222222222
Q18_C7,Dialogue,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.06779661016949153,0.20588235294117652,0.11864406779661017,0.11764705882352944,0.06597222222222222,0.2791666666666667,0.0,0.06597222222222222
Q18_C8,Dialogue,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.06349206349206349,0.03389830508474576,0.031746031746031744,0.2534722222222222,0.2520833333333333,0.0,0.2534722222222222
Q18_C9,Bad,Not Applicable,0.05555555555555555,0.0,0.0,0.125,0.0,0.1864406779661017,0.4025974025974026,0.5254237288135594,0.10389610389610393,0.6277777777777777,0.6416666666666666,0.14285714285714285,0.6277777777777777
Q18_C10,Potential,Not Applicable,0.058823529411764705,0.0,0.0,0.125,0.0,0.288135593220339,0.43661971830985913,0.5254237288135594,0.12676056338028174,0.6733630952380952,0.70625,0.1690308509457033,0.6733630952380952
Q18_C11,Dialogue,Not Applicable,0.125,0.05555555555555555,0.0,0.25,0.125,0.4745762711864407,0.5581395348837209,0.6101694915254238,0.24806201550387597,0.7034722222222222,0.66875,0.4008918628686366,0.7034722222222222
Q18_C12,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.1016949152542373,0.29447852760736193,0.4067796610169492,0.036809815950920255,0.6118386243386243,0.5895833333333333,0.0,0.6118386243386243
Q18_C13,Dialogue,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.05084745762711865,0.339622641509434,0.3050847457627119,0.05660377358490565,0.5988095238095238,0.52125,0.0,0.5988095238095238
Q18_C14,Good,Not Applicable,0.0625,0.0,0.0,0.125,0.0,0.11864406779661017,0.38383838383838387,0.3220338983050847,0.08080808080808077,0.6375,0.5916666666666667,0.0890870806374748,0.6375
Q18_C15,Potential,Not Applicable,0.034482758620689655,0.0,0.0,0.125,0.0,0.5084745762711864,0.38009049773755654,0.711864406779661,0.08144796380090502,0.7604166666666666,0.7187500000000001,0.29277002188455997,0.7604166666666666
Q18_C16,Good,Not Applicable,0.125,0.0,0.0,0.25,0.0,0.4406779661016949,0.35036496350364965,0.4067796610169492,0.14598540145985406,0.7316468253968254,0.7520833333333334,0.253546276418555,0.7316468253968254
Q18_C17,Good,Not Applicable,0.05405405405405406,0.0,0.0,0.25,0.0,0.5084745762711864,0.31081081081081086,0.7796610169491526,0.06756756756756754,0.7685515873015873,0.8145833333333333,0.21968738758187342,0.7685515873015873
Q18_C18,Dialogue,Not Applicable,0.0625,0.0,0.0,0.125,0.0,0.3728813559322034,0.5151515151515151,0.576271186440678,0.13636363636363635,0.6652777777777776,0.575,0.3086066999241839,0.6652777777777776
Q18_C19,Bad,Not Applicable,0.047619047619047616,0.0,0.0,0.125,0.0,0.2711864406779661,0.37209302325581395,0.5423728813559322,0.10465116279069764,0.6875992063492062,0.66875,0.14285714285714285,0.6875992063492062
Q19_C1,Good,Not Applicable,0.06451612903225806,0.0,0.0,0.11764705882352941,0.0,0.31092436974789917,0.4334600760456274,0.4789915966386555,0.05323193916349811,0.7226452197040433,0.7392156862745098,0.17782168978975482,0.7226452197040433
Q19_C2,Good,Not Applicable,0.0625,0.0,0.0,0.11764705882352941,0.0,0.226890756302521,0.4225352112676056,0.37815126050420167,0.07511737089201875,0.6956582633053221,0.698515406162465,0.1517165212272521,0.6956582633053221
Q19_C3,Good,Not Applicable,0.041666666666666664,0.0,0.0,0.058823529411764705,0.0,0.15126050420168066,0.38323353293413176,0.2689075630252101,0.10778443113772451,0.6675303454715218,0.6039215686274509,0.07372097807744857,0.6675303454715218
Q19_C4,Dialogue,Not Applicable,0.16,0.0,0.0,0.23529411764705882,0.0,0.4369747899159664,0.4675324675324676,0.453781512605042,0.10389610389610393,0.7543417366946779,0.7212324929971989,0.19658927487319622,0.7543417366946779
Q19_C5,Good,Not Applicable,0.045454545454545456,0.0,0.0,0.11764705882352941,0.0,0.33613445378151263,0.3688760806916427,0.5378151260504201,0.04610951008645536,0.7117413632119516,0.7386274509803922,0.17700260809846072,0.7117413632119516
Q19_C6,Good,Not Applicable,0.03125,0.0,0.0,0.058823529411764705,0.0,0.18487394957983194,0.35398230088495575,0.33613445378151263,0.07964601769911506,0.6922969187675069,0.6180392156862746,0.08891084489487741,0.6922969187675069
Q20_C1,Good,No,0.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,0.3902439024390244,0.04347826086956519,0.6421768707482993,0.4523809523809524,0.0,0.6421768707482993
Q20_C2,Good,No,0.13333333333333333,0.07142857142857142,0.0,0.2857142857142857,0.16666666666666666,0.36585365853658536,0.4901960784313726,0.6097560975609756,0.23529411764705888,0.7666666666666667,0.6076190476190476,0.23904572186687872,0.7666666666666667
Q20_C3,Bad,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.3508771929824561,0.24390243902439024,0.07017543859649122,0.5953514739229026,0.4628571428571428,0.0,0.5953514739229026
Q20_C4,Good,No,0.13333333333333333,0.07142857142857142,0.0,0.2857142857142857,0.16666666666666666,0.2926829268292683,0.3035714285714286,0.4146341463414634,0.2142857142857143,0.7354875283446712,0.6547619047619048,0.23904572186687872,0.7354875283446712
Q20_C5,Good,No,0.18181818181818182,0.0,0.0,0.2857142857142857,0.0,0.4146341463414634,0.430379746835443,0.4146341463414634,0.22784810126582278,0.6791383219954649,0.5938095238095238,0.3086066999241838,0.6791383219954649
Q21_C1,Bad,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.25,0.19999999999999996,0.7045454545454546,0.05161290322580647,0.6729024943310657,0.6588095238095237,0.0,0.6729024943310657
Q21_C2,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.12244897959183676,0.06818181818181818,0.08163265306122447,0.27539682539682536,0.35714285714285715,0.0,0.27539682539682536
Q21_C3,Bad,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.27118644067796616,0.18181818181818182,0.06779661016949157,0.42925170068027213,0.41000000000000003,0.0,0.42925170068027213
Q21_C4,Dialogue,Not Applicable,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.09090909090909091,0.16666666666666663,0.09090909090909091,0.16666666666666663,0.42142857142857143,0.35,0.31622776601683794,0.42142857142857143
Q21_C5,Bad,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.33333333333333337,0.22727272727272727,0.09999999999999998,0.3212121212121212,0.35000000000000003,0.0,0.3212121212121212
Q21_C6,Bad,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.23728813559322037,0.1590909090909091,0.03389830508474578,0.3265873015873016,0.3223809523809524,0.0,0.3265873015873016
Q21_C7,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.18181818181818182,0.03125,0.40770975056689346,0.3642857142857143,0.0,0.40770975056689346
Q21_C8,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.21818181818181814,0.2727272727272727,0.054545454545454564,0.5325396825396825,0.5238095238095237,0.0,0.5325396825396825
Q21_C9,Dialogue,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.28776978417266186,0.45454545454545453,0.02877697841726623,0.5873015873015873,0.5928571428571429,0.0,0.5873015873015873
Q21_C10,Bad,Not Applicable,0.08333333333333333,0.0,0.0,0.14285714285714285,0.0,0.25,0.3090909090909091,0.38636363636363635,0.09090909090909094,0.5649711399711399,0.66,0.12909944487358058,0.5649711399711399
Q21_C11,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.05970149253731338,0.045454545454545456,0.05970149253731338,0.15859213250517598,0.27071428571428574,0.0,0.15859213250517598
Q21_C12,Good,Not Applicable,0.07692307692307693,0.0,0.0,0.14285714285714285,0.0,0.1590909090909091,0.33333333333333337,0.3181818181818182,0.16666666666666663,0.6547619047619048,0.6880952380952381,0.11952286093343936,0.6547619047619048
Q21_C13,Bad,Not Applicable,0.04878048780487805,0.0,0.0,0.2857142857142857,0.0,0.4772727272727273,0.21169916434540392,0.8636363636363636,0.03342618384401119,0.7447089947089947,0.8642857142857142,0.12565617248750865,0.7447089947089947
Q22_C1,Bad,Not Applicable,0.045454545454545456,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.3731343283582089,0.3968253968253968,0.10447761194029848,0.5409722222222222,0.5583333333333332,0.13801311186847084,0.5409722222222222
Q22_C2,Bad,Not Applicable,0.06521739130434782,0.0,0.0,0.3333333333333333,0.0,0.3968253968253968,0.20560747663551404,0.6984126984126984,0.032710280373831724,0.7819444444444444,1.0,0.1522773975253762,0.7819444444444444
Q22_C3,Bad,Not Applicable,0.047619047619047616,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.3851851851851852,0.4126984126984127,0.10370370370370374,0.5597222222222221,0.5166666666666666,0.2581988897471611,0.5597222222222221
Q22_C4,Not English,Not Applicable,0.05555555555555555,0.024390243902439025,0.0,0.4444444444444444,0.2222222222222222,0.4603174603174603,0.15705128205128205,0.7777777777777778,0.03525641025641024,0.7993055555555556,0.9583333333333333,0.20158105227158785,0.7993055555555556
Q22_C5,Dialogue,Not Applicable,0.2,0.058823529411764705,0.0,0.3333333333333333,0.1111111111111111,0.38095238095238093,0.5128205128205128,0.47619047619047616,0.23931623931623935,0.6527777777777778,0.6208333333333333,0.521749194749951,0.6527777777777778
Q22_C6,Not English,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.29565217391304344,0.2698412698412698,0.05217391304347829,0.498611111111111,0.47333333333333333,0.0,0.498611111111111
Q22_C7,Not English,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.24545454545454548,0.42857142857142855,0.027272727272727226,0.5638888888888889,0.7208333333333333,0.0,0.5638888888888889
Q22_C8,Potential,Not Applicable,0.12121212121212122,0.0,0.0,0.4444444444444444,0.0,0.47619047619047616,0.2249240121580547,0.5873015873015873,0.04255319148936165,0.736111111111111,0.8958333333333333,0.3265986323710904,0.736111111111111
Q22_C9,Good,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.2325581395348837,0.15873015873015872,0.06976744186046513,0.4215277777777778,0.47625,0.0,0.4215277777777778
Q22_C10,Not English,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.1741424802110818,0.5238095238095238,0.01055408970976257,0.5857638888888889,0.85,0.0,0.5857638888888889
Q22_C11,Dialogue,Not Applicable,0.08333333333333333,0.03076923076923077,0.015151515151515152,0.4444444444444444,0.2222222222222222,0.6507936507936508,0.23300970873786409,0.7619047619047619,0.08252427184466016,0.7430555555555556,0.9208333333333334,0.45353942022497407,0.7430555555555556
Q22_C12,Potential,Not Applicable,0.13333333333333333,0.0,0.0,0.2222222222222222,0.0,0.30158730158730157,0.4,0.36507936507936506,0.12173913043478257,0.56875,0.5416666666666666,0.3113995776646092,0.56875
Q22_C13,Potential,Not Applicable,0.058823529411764705,0.015748031496062992,0.0,0.5555555555555556,0.2222222222222222,0.6349206349206349,0.11707317073170731,0.7619047619047619,0.02682926829268295,0.8020833333333333,0.89375,0.3816905103452871,0.8020833333333333
Q22_C14,Good,Not Applicable,0.10714285714285714,0.02631578947368421,0.0,0.6666666666666666,0.2222222222222222,0.5714285714285714,0.16487455197132617,0.7301587301587301,0.03942652329749108,0.7847222222222222,0.8791666666666667,0.3337119062359574,0.7847222222222222
Q22_C15,Potential,Not Applicable,0.17647058823529413,0.05555555555555555,0.0,0.3333333333333333,0.1111111111111111,0.2857142857142857,0.45669291338582674,0.4603174603174603,0.17322834645669294,0.6909722222222223,0.63125,0.3892494720807615,0.6909722222222223
Q23_C1,Potential,Not Applicable,0.1,0.0,0.0,0.14285714285714285,0.0,0.3,0.345679012345679,0.23333333333333334,0.1728395061728395,0.7204081632653061,0.6952380952380952,0.1386750490563073,0.7204081632653061
Q23_C2,Good,Not Applicable,0.1,0.047619047619047616,0.0,0.2857142857142857,0.125,0.2833333333333333,0.3926380368098159,0.5333333333333333,0.17177914110429449,0.7310657596371882,0.676326530612245,0.2864459496157732,0.7310657596371882
Q23_C3,Good,Not Applicable,0.16666666666666666,0.08695652173913043,0.041666666666666664,0.42857142857142855,0.25,0.7,0.4693877551020408,0.7666666666666667,0.18367346938775508,0.8510204081632654,0.8071428571428572,0.6767278951005018,0.8510204081632654
